Rank,Count (Max),Count (Avg)
0,45,45
1,6,6
2,6,6
3,9,15
4,6,18
5,6,21
6,12,12
7,18,12
8,12,18
9,12,3
10,12,15
11,12,12
12,3,27
13,3,15
14,9,6
15,15,12
16,18,0
17,12,0
18,9,0
19,6,0
20,6,0
21,3,0
22,3,0
