Rank,Count (Max),Count (Avg)
0,1,1
1,10,10
2,45,45
3,119,119
4,204,204
5,237,237
6,192,192
7,114,115
8,57,57
9,27,30
10,11,11
11,4,1
12,1,2
13,1,0
14,1,0
