Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,11,0,0,0,11,0
-4,0,3,0,0,0,3
-3,314,254,0,0,314,254
-2,0,71,0,0,0,71
-1,4721,4706,0,0,4795,4780
0,0,12,0,0,0,20
1,0,0,2,2,1014,1006
2,0,0,0,0,0,8
3,0,0,0,0,8,0
