Rank,Count (Max),Count (Avg)
0,4,4
1,10,10
2,36,36
3,86,94
4,147,139
5,181,186
6,176,197
7,134,142
8,85,110
9,57,65
10,41,21
11,30,17
12,17,1
13,7,2
14,5,0
15,3,0
16,2,0
17,1,0
18,1,0
19,1,0
