Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-3,9,9,0,0,9,9
-1,5012,5012,0,0,5111,5111
1,0,0,1,1,511,511
