Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,1,1,0,0,1,1
-3,126,126,0,0,126,126
-1,2177,2177,0,0,2177,2177
1,0,0,2,2,510,510
