Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-3,8,8,0,0,8,8
-1,5112,5112,0,0,5112,5112
1,0,0,2,2,1022,1022
