Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,1,1,0,0,1,1
-3,206,206,0,0,206,206
-1,4861,4861,0,0,4913,4913
1,0,0,2,2,1022,1022
