Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,11,0,0,0,11,0
-4,0,3,0,0,0,3
-3,314,259,0,0,314,259
-2,0,66,0,0,0,66
-1,4795,4781,0,0,4795,4781
0,0,11,0,0,0,19
1,0,0,2,2,1014,1006
2,0,0,0,0,0,8
3,0,0,0,0,8,0
