Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-6,16,16,0,0,96,96
-5,144,144,0,0,720,720
-4,544,544,0,0,2560,2560
-3,1376,1376,0,0,5856,5856
-2,2064,2064,0,0,7744,7744
-1,14864,14864,0,0,23632,23632
0,0,0,43472,43472,36592,36592
1,0,0,9412,9412,14220,14220
2,0,0,4410,4410,3334,3334
3,0,0,3232,3232,2624,2624
4,0,0,1118,1118,1442,1442
5,0,0,300,300,420,420
6,0,0,12,12,84,84
