Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,130,130,0,0,658,658
-4,706,706,0,0,3174,3174
-3,2163,2163,0,0,9393,9393
-2,5457,5457,0,0,18498,18498
-1,38323,38323,0,0,66741,66741
0,0,0,44272,44272,117200,117200
1,0,0,23151,23151,43590,43590
2,0,0,5473,5473,13025,13025
3,0,0,2748,2748,6645,6645
4,0,0,976,976,2198,2198
5,0,0,180,180,478,478
