Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-4,180,178,0,0,720,712
-3,1300,1300,0,0,3980,3980
-2,3972,3972,0,0,11364,11368
-1,27036,27026,0,0,42804,42792
0,0,12,20904,20904,55760,55792
1,0,0,10032,10032,32772,32760
2,0,0,3408,3408,7956,7960
3,0,0,1488,1488,2492,2492
4,0,0,240,240,480,472
