Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,64,64,0,0,320,320
-4,576,576,0,0,2304,2304
-3,1664,1664,0,0,6208,6208
-2,2176,2176,0,0,9216,9216
-1,15680,15680,0,0,25216,25216
0,0,0,40224,40224,39136,39136
1,0,0,10592,10592,14624,14624
2,0,0,4768,4768,4448,4448
3,0,0,3232,3232,2976,2976
4,0,0,1104,1104,1200,1200
5,0,0,20,20,300,300
