Rank,Count (Max),Count (Avg)
0,10,10
1,92,92
2,366,366
3,838,838
4,1286,1296
5,1632,1652
6,2266,2378
7,3526,3632
8,5117,5575
9,6475,7368
10,7399,9388
11,8002,11001
12,8391,13192
13,8911,15082
14,10228,15580
15,12223,14214
16,13258,12472
17,11854,12297
18,8956,13864
19,7006,15341
20,7050,15466
21,8308,13470
22,9709,8265
23,10732,3141
24,11358,585
25,11318,43
26,9768,0
27,6541,0
28,3038,0
29,846,0
30,104,0
