config,L,C,M
1662,0,1,0
1663,9,5,2
1664,80,28,3
1665,2,2,1
1666,9,5,2
1667,2,2,1
1668,144,48,3
1669,80,28,3
1670,80,28,3
1671,16,8,2
1672,80,28,3
1673,9,5,2
1674,50,18,3
1675,9,5,2
1676,16,8,2
1677,2,2,1
1678,9,5,2
1679,16,8,2
1680,144,48,3
1681,80,28,3
1682,80,28,3
1683,16,8,2
1684,80,28,3
1685,584,152,4
1686,460,122,4
1687,80,28,3
1688,80,28,3
1689,460,122,4
1690,520,136,4
1691,80,28,3
1692,16,8,2
1693,80,28,3
1694,80,28,3
1695,144,48,3
1696,80,28,3
1697,9,5,2
1698,56,20,3
1699,9,5,2
1700,80,28,3
1701,460,122,4
1702,584,152,4
1703,80,28,3
1704,36,14,3
1705,36,14,3
1706,312,84,4
1707,36,14,3
1708,9,5,2
1709,9,5,2
1710,56,20,3
1711,80,28,3
1712,16,8,2
1713,2,2,1
1714,9,5,2
1715,16,8,2
1716,16,8,2
1717,80,28,3
1718,80,28,3
1719,144,48,3
1720,9,5,2
1721,9,5,2
1722,50,18,3
1723,80,28,3
1724,2,2,1
1725,2,2,1
1726,9,5,2
1727,80,28,3
1728,9,5,2
1729,0,1,0
1730,0,1,0
1731,2,2,1
1732,16,8,2
1733,9,5,2
1734,2,2,1
1735,16,8,2
1736,2,2,1
1737,0,1,0
1738,2,2,1
1739,2,2,1
1740,16,8,2
1741,2,2,1
1742,2,2,1
1743,12,6,2
1744,16,8,2
1745,9,5,2
1746,2,2,1
1747,16,8,2
1748,9,5,2
1749,56,20,3
1750,9,5,2
1751,80,28,3
1752,2,2,1
1753,9,5,2
1754,16,8,2
1755,16,8,2
1756,16,8,2
1757,80,28,3
1758,16,8,2
1759,108,36,3
1760,16,8,2
1761,2,2,1
1762,9,5,2
1763,16,8,2
1764,16,8,2
1765,80,28,3
1766,80,28,3
1767,144,48,3
1768,2,2,1
1769,2,2,1
1770,36,14,3
1771,16,8,2
1772,16,8,2
1773,16,8,2
1774,80,28,3
1775,108,36,3
1776,2,2,1
1777,0,1,0
1778,0,1,0
1779,9,5,2
1780,2,2,1
1781,9,5,2
1782,2,2,1
1783,80,28,3
1784,0,1,0
1785,0,1,0
1786,2,2,1
1787,9,5,2
1788,2,2,1
1789,2,2,1
1790,2,2,1
1791,50,18,3
1792,50,18,3
1793,2,2,1
1794,2,2,1
1795,2,2,1
1796,80,28,3
1797,9,5,2
1798,2,2,1
1799,2,2,1
1800,9,5,2
1801,0,1,0
1802,2,2,1
1803,0,1,0
1804,9,5,2
1805,0,1,0
1806,0,1,0
1807,2,2,1
1808,108,36,3
1809,80,28,3
1810,16,8,2
1811,16,8,2
1812,80,28,3
1813,56,20,3
1814,9,5,2
1815,9,5,2
1816,16,8,2
1817,9,5,2
1818,16,8,2
1819,2,2,1
1820,16,8,2
1821,9,5,2
1822,2,2,1
1823,16,8,2
1824,12,6,2
1825,2,2,1
1826,16,8,2
1827,2,2,1
1828,16,8,2
1829,9,5,2
1830,16,8,2
1831,2,2,1
1832,2,2,1
1833,0,1,0
1834,9,5,2
1835,0,1,0
1836,2,2,1
1837,0,1,0
1838,2,2,1
1839,2,2,1
1840,108,36,3
1841,16,8,2
1842,16,8,2
1843,80,28,3
1844,144,48,3
1845,80,28,3
1846,16,8,2
1847,80,28,3
1848,16,8,2
1849,2,2,1
1850,16,8,2
1851,9,5,2
1852,16,8,2
1853,2,2,1
1854,2,2,1
1855,36,14,3
1856,9,5,2
1857,2,2,1
1858,0,1,0
1859,0,1,0
1860,80,28,3
1861,50,18,3
1862,9,5,2
1863,9,5,2
1864,2,2,1
1865,2,2,1
1866,2,2,1
1867,0,1,0
1868,2,2,1
1869,2,2,1
1870,0,1,0
1871,2,2,1
1872,16,8,2
1873,36,14,3
1874,2,2,1
1875,2,2,1
1876,36,14,3
1877,312,84,4
1878,36,14,3
1879,36,14,3
1880,2,2,1
1881,36,14,3
1882,16,8,2
1883,2,2,1
1884,2,2,1
1885,36,14,3
1886,2,2,1
1887,16,8,2
1888,2,2,1
1889,2,2,1
1890,2,2,1
1891,0,1,0
1892,9,5,2
1893,50,18,3
1894,80,28,3
1895,9,5,2
1896,0,1,0
1897,2,2,1
1898,9,5,2
1899,0,1,0
1900,0,1,0
1901,2,2,1
1902,2,2,1
1903,2,2,1
1904,16,8,2
1905,16,8,2
1906,2,2,1
1907,9,5,2
1908,80,28,3
1909,520,136,4
1910,80,28,3
1911,460,122,4
1912,2,2,1
1913,16,8,2
1914,16,8,2
1915,9,5,2
1916,2,2,1
1917,16,8,2
1918,2,2,1
1919,36,14,3
1920,9,5,2
1921,0,1,0
1922,2,2,1
1923,0,1,0
1924,16,8,2
1925,9,5,2
1926,16,8,2
1927,2,2,1
1928,16,8,2
1929,2,2,1
1930,12,6,2
1931,2,2,1
1932,2,2,1
1933,0,1,0
1934,2,2,1
1935,2,2,1
1936,16,8,2
1937,9,5,2
1938,16,8,2
1939,2,2,1
1940,9,5,2
1941,56,20,3
1942,80,28,3
1943,9,5,2
1944,16,8,2
1945,80,28,3
1946,108,36,3
1947,16,8,2
1948,2,2,1
1949,9,5,2
1950,16,8,2
1951,16,8,2
1952,2,2,1
1953,0,1,0
1954,9,5,2
1955,0,1,0
1956,2,2,1
1957,9,5,2
1958,80,28,3
1959,2,2,1
1960,2,2,1
1961,2,2,1
1962,50,18,3
1963,2,2,1
1964,0,1,0
1965,0,1,0
1966,9,5,2
1967,2,2,1
1968,16,8,2
1969,2,2,1
1970,16,8,2
1971,9,5,2
1972,16,8,2
1973,80,28,3
1974,144,48,3
1975,80,28,3
1976,16,8,2
1977,16,8,2
1978,108,36,3
1979,80,28,3
1980,2,2,1
1981,2,2,1
1982,16,8,2
1983,36,14,3
1984,80,28,3
1985,2,2,1
1986,2,2,1
1987,9,5,2
1988,144,48,3
1989,80,28,3
1990,16,8,2
1991,80,28,3
1992,16,8,2
1993,2,2,1
1994,16,8,2
1995,9,5,2
1996,80,28,3
1997,9,5,2
1998,9,5,2
1999,50,18,3
2000,144,48,3
2001,80,28,3
2002,16,8,2
2003,80,28,3
2004,80,28,3
2005,584,152,4
2006,80,28,3
2007,460,122,4
2008,16,8,2
2009,80,28,3
2010,144,48,3
2011,80,28,3
2012,80,28,3
2013,460,122,4
2014,80,28,3
2015,520,136,4
2016,16,8,2
2017,2,2,1
2018,16,8,2
2019,9,5,2
2020,16,8,2
2021,80,28,3
2022,144,48,3
2023,80,28,3
2024,2,2,1
2025,2,2,1
2026,80,28,3
2027,9,5,2
2028,9,5,2
2029,9,5,2
2030,80,28,3
2031,50,18,3
2032,80,28,3
2033,9,5,2
2034,9,5,2
2035,56,20,3
2036,80,28,3
2037,460,122,4
2038,80,28,3
2039,584,152,4
2040,9,5,2
2041,9,5,2
2042,80,28,3
2043,56,20,3
2044,36,14,3
2045,36,14,3
2046,36,14,3
2047,312,84,4
2048,312,84,4
2049,36,14,3
2050,36,14,3
2051,36,14,3
2052,56,20,3
2053,80,28,3
2054,9,5,2
2055,9,5,2
2056,584,152,4
2057,80,28,3
2058,460,122,4
2059,80,28,3
2060,56,20,3
2061,9,5,2
2062,9,5,2
2063,80,28,3
2064,50,18,3
2065,80,28,3
2066,9,5,2
2067,9,5,2
2068,9,5,2
2069,80,28,3
2070,2,2,1
2071,2,2,1
2072,80,28,3
2073,144,48,3
2074,80,28,3
2075,16,8,2
2076,9,5,2
2077,16,8,2
2078,2,2,1
2079,16,8,2
2080,520,136,4
2081,80,28,3
2082,460,122,4
2083,80,28,3
2084,80,28,3
2085,144,48,3
2086,80,28,3
2087,16,8,2
2088,460,122,4
2089,80,28,3
2090,584,152,4
2091,80,28,3
2092,80,28,3
2093,16,8,2
2094,80,28,3
2095,144,48,3
2096,50,18,3
2097,9,5,2
2098,9,5,2
2099,80,28,3
2100,9,5,2
2101,16,8,2
2102,2,2,1
2103,16,8,2
2104,80,28,3
2105,16,8,2
2106,80,28,3
2107,144,48,3
2108,9,5,2
2109,2,2,1
2110,2,2,1
2111,80,28,3
2112,36,14,3
2113,16,8,2
2114,2,2,1
2115,2,2,1
2116,80,28,3
2117,108,36,3
2118,16,8,2
2119,16,8,2
2120,80,28,3
2121,144,48,3
2122,80,28,3
2123,16,8,2
2124,9,5,2
2125,16,8,2
2126,2,2,1
2127,16,8,2
2128,2,2,1
2129,9,5,2
2130,0,1,0
2131,0,1,0
2132,2,2,1
2133,50,18,3
2134,2,2,1
2135,2,2,1
2136,2,2,1
2137,80,28,3
2138,9,5,2
2139,2,2,1
2140,0,1,0
2141,9,5,2
2142,0,1,0
2143,2,2,1
2144,16,8,2
2145,16,8,2
2146,9,5,2
2147,2,2,1
2148,16,8,2
2149,108,36,3
2150,80,28,3
2151,16,8,2
2152,9,5,2
2153,80,28,3
2154,56,20,3
2155,9,5,2
2156,2,2,1
2157,16,8,2
2158,9,5,2
2159,16,8,2
2160,2,2,1
2161,2,2,1
2162,0,1,0
2163,2,2,1
2164,2,2,1
2165,12,6,2
2166,2,2,1
2167,16,8,2
2168,2,2,1
2169,16,8,2
2170,9,5,2
2171,16,8,2
2172,0,1,0
2173,2,2,1
2174,0,1,0
2175,9,5,2
2176,36,14,3
2177,2,2,1
2178,16,8,2
2179,2,2,1
2180,9,5,2
2181,16,8,2
2182,16,8,2
2183,2,2,1
2184,460,122,4
2185,80,28,3
2186,520,136,4
2187,80,28,3
2188,9,5,2
2189,2,2,1
2190,16,8,2
2191,16,8,2
2192,2,2,1
2193,2,2,1
2194,2,2,1
2195,0,1,0
2196,0,1,0
2197,9,5,2
2198,2,2,1
2199,0,1,0
2200,9,5,2
2201,80,28,3
2202,50,18,3
2203,9,5,2
2204,0,1,0
2205,2,2,1
2206,2,2,1
2207,2,2,1
2208,16,8,2
2209,2,2,1
2210,36,14,3
2211,2,2,1
2212,2,2,1
2213,16,8,2
2214,36,14,3
2215,2,2,1
2216,36,14,3
2217,36,14,3
2218,312,84,4
2219,36,14,3
2220,2,2,1
2221,2,2,1
2222,36,14,3
2223,16,8,2
2224,2,2,1
2225,0,1,0
2226,2,2,1
2227,2,2,1
2228,0,1,0
2229,2,2,1
2230,2,2,1
2231,2,2,1
2232,9,5,2
2233,9,5,2
2234,50,18,3
2235,80,28,3
2236,0,1,0
2237,0,1,0
2238,2,2,1
2239,9,5,2
2240,36,14,3
2241,2,2,1
2242,2,2,1
2243,16,8,2
2244,9,5,2
2245,16,8,2
2246,2,2,1
2247,16,8,2
2248,80,28,3
2249,16,8,2
2250,80,28,3
2251,144,48,3
2252,80,28,3
2253,16,8,2
2254,16,8,2
2255,108,36,3
2256,2,2,1
2257,2,2,1
2258,0,1,0
2259,2,2,1
2260,0,1,0
2261,9,5,2
2262,0,1,0
2263,2,2,1
2264,2,2,1
2265,16,8,2
2266,9,5,2
2267,16,8,2
2268,2,2,1
2269,16,8,2
2270,2,2,1
2271,12,6,2
2272,16,8,2
2273,2,2,1
2274,9,5,2
2275,16,8,2
2276,2,2,1
2277,16,8,2
2278,9,5,2
2279,16,8,2
2280,9,5,2
2281,9,5,2
2282,56,20,3
2283,80,28,3
2284,16,8,2
2285,16,8,2
2286,80,28,3
2287,108,36,3
2288,2,2,1
2289,0,1,0
2290,0,1,0
2291,9,5,2
2292,0,1,0
2293,2,2,1
2294,0,1,0
2295,9,5,2
2296,2,2,1
2297,2,2,1
2298,9,5,2
2299,80,28,3
2300,2,2,1
2301,2,2,1
2302,2,2,1
2303,50,18,3
2304,50,18,3
2305,2,2,1
2306,2,2,1
2307,2,2,1
2308,9,5,2
2309,2,2,1
2310,0,1,0
2311,0,1,0
2312,80,28,3
2313,2,2,1
2314,9,5,2
2315,2,2,1
2316,9,5,2
2317,0,1,0
2318,0,1,0
2319,2,2,1
2320,108,36,3
2321,80,28,3
2322,16,8,2
2323,16,8,2
2324,16,8,2
2325,36,14,3
2326,2,2,1
2327,2,2,1
2328,144,48,3
2329,80,28,3
2330,80,28,3
2331,16,8,2
2332,16,8,2
2333,9,5,2
2334,2,2,1
2335,16,8,2
2336,108,36,3
2337,16,8,2
2338,80,28,3
2339,16,8,2
2340,16,8,2
2341,16,8,2
2342,9,5,2
2343,2,2,1
2344,80,28,3
2345,9,5,2
2346,56,20,3
2347,9,5,2
2348,16,8,2
2349,2,2,1
2350,9,5,2
2351,16,8,2
2352,12,6,2
2353,2,2,1
2354,2,2,1
2355,16,8,2
2356,2,2,1
2357,2,2,1
2358,0,1,0
2359,2,2,1
2360,16,8,2
2361,2,2,1
2362,9,5,2
2363,16,8,2
2364,2,2,1
2365,0,1,0
2366,0,1,0
2367,9,5,2
2368,80,28,3
2369,9,5,2
2370,2,2,1
2371,2,2,1
2372,80,28,3
2373,50,18,3
2374,9,5,2
2375,9,5,2
2376,144,48,3
2377,80,28,3
2378,80,28,3
2379,16,8,2
2380,16,8,2
2381,9,5,2
2382,2,2,1
2383,16,8,2
2384,80,28,3
2385,56,20,3
2386,9,5,2
2387,9,5,2
2388,36,14,3
2389,312,84,4
2390,36,14,3
2391,36,14,3
2392,80,28,3
2393,584,152,4
2394,460,122,4
2395,80,28,3
2396,9,5,2
2397,56,20,3
2398,9,5,2
2399,80,28,3
2400,144,48,3
2401,80,28,3
2402,80,28,3
2403,16,8,2
2404,80,28,3
2405,520,136,4
2406,460,122,4
2407,80,28,3
2408,80,28,3
2409,460,122,4
2410,584,152,4
2411,80,28,3
2412,16,8,2
2413,80,28,3
2414,80,28,3
2415,144,48,3
2416,16,8,2
2417,9,5,2
2418,2,2,1
2419,16,8,2
2420,9,5,2
2421,50,18,3
2422,9,5,2
2423,80,28,3
2424,16,8,2
2425,80,28,3
2426,80,28,3
2427,144,48,3
2428,2,2,1
2429,9,5,2
2430,2,2,1
2431,80,28,3
2432,9,5,2
2433,0,1,0
2434,2,2,1
2435,0,1,0
2436,2,2,1
2437,2,2,1
2438,2,2,1
2439,0,1,0
2440,80,28,3
2441,9,5,2
2442,50,18,3
2443,9,5,2
2444,2,2,1
2445,0,1,0
2446,2,2,1
2447,2,2,1
2448,16,8,2
2449,9,5,2
2450,16,8,2
2451,2,2,1
2452,2,2,1
2453,36,14,3
2454,16,8,2
2455,2,2,1
2456,80,28,3
2457,460,122,4
2458,520,136,4
2459,80,28,3
2460,2,2,1
2461,9,5,2
2462,16,8,2
2463,16,8,2
2464,16,8,2
2465,2,2,1
2466,36,14,3
2467,2,2,1
2468,2,2,1
2469,16,8,2
2470,36,14,3
2471,2,2,1
2472,36,14,3
2473,36,14,3
2474,312,84,4
2475,36,14,3
2476,2,2,1
2477,2,2,1
2478,36,14,3
2479,16,8,2
2480,2,2,1
2481,0,1,0
2482,2,2,1
2483,2,2,1
2484,0,1,0
2485,2,2,1
2486,2,2,1
2487,2,2,1
2488,9,5,2
2489,9,5,2
2490,50,18,3
2491,80,28,3
2492,0,1,0
2493,0,1,0
2494,2,2,1
2495,9,5,2
2496,9,5,2
2497,0,1,0
2498,0,1,0
2499,2,2,1
2500,2,2,1
2501,2,2,1
2502,0,1,0
2503,2,2,1
2504,16,8,2
2505,2,2,1
2506,9,5,2
2507,16,8,2
2508,16,8,2
2509,2,2,1
2510,2,2,1
2511,12,6,2
2512,16,8,2
2513,9,5,2
2514,2,2,1
2515,16,8,2
2516,2,2,1
2517,36,14,3
2518,2,2,1
2519,16,8,2
2520,16,8,2
2521,80,28,3
2522,80,28,3
2523,144,48,3
2524,16,8,2
2525,80,28,3
2526,16,8,2
2527,108,36,3
2528,16,8,2
2529,2,2,1
2530,9,5,2
2531,16,8,2
2532,2,2,1
2533,16,8,2
2534,9,5,2
2535,16,8,2
2536,9,5,2
2537,9,5,2
2538,56,20,3
2539,80,28,3
2540,16,8,2
2541,16,8,2
2542,80,28,3
2543,108,36,3
2544,2,2,1
2545,0,1,0
2546,0,1,0
2547,9,5,2
2548,0,1,0
2549,2,2,1
2550,0,1,0
2551,9,5,2
2552,2,2,1
2553,2,2,1
2554,9,5,2
2555,80,28,3
2556,2,2,1
2557,2,2,1
2558,2,2,1
2559,50,18,3
2560,520,136,4
2561,16,8,2
2562,16,8,2
2563,16,8,2
2564,80,28,3
2565,16,8,2
2566,2,2,1
2567,2,2,1
2568,460,122,4
2569,9,5,2
2570,36,14,3
2571,9,5,2
2572,80,28,3
2573,2,2,1
2574,2,2,1
2575,16,8,2
2576,108,36,3
2577,144,48,3
2578,16,8,2
2579,16,8,2
2580,16,8,2
2581,80,28,3
2582,2,2,1
2583,2,2,1
2584,80,28,3
2585,80,28,3
2586,36,14,3
2587,9,5,2
2588,16,8,2
2589,16,8,2
2590,2,2,1
2591,16,8,2
2592,864,216,4
2593,108,36,3
2594,520,136,4
2595,108,36,3
2596,108,36,3
2597,108,36,3
2598,50,18,3
2599,12,6,2
2600,520,136,4
2601,50,18,3
2602,312,84,4
2603,50,18,3
2604,108,36,3
2605,12,6,2
2606,50,18,3
2607,108,36,3
2608,108,36,3
2609,16,8,2
2610,16,8,2
2611,144,48,3
2612,16,8,2
2613,16,8,2
2614,2,2,1
2615,16,8,2
2616,80,28,3
2617,9,5,2
2618,36,14,3
2619,80,28,3
2620,16,8,2
2621,2,2,1
2622,2,2,1
2623,80,28,3
2624,80,28,3
2625,16,8,2
2626,2,2,1
2627,2,2,1
2628,144,48,3
2629,108,36,3
2630,16,8,2
2631,16,8,2
2632,80,28,3
2633,80,28,3
2634,36,14,3
2635,9,5,2
2636,16,8,2
2637,16,8,2
2638,2,2,1
2639,16,8,2
2640,16,8,2
2641,80,28,3
2642,2,2,1
2643,2,2,1
2644,16,8,2
2645,520,136,4
2646,16,8,2
2647,16,8,2
2648,9,5,2
2649,460,122,4
2650,36,14,3
2651,9,5,2
2652,2,2,1
2653,80,28,3
2654,2,2,1
2655,16,8,2
2656,108,36,3
2657,108,36,3
2658,50,18,3
2659,12,6,2
2660,108,36,3
2661,864,216,4
2662,520,136,4
2663,108,36,3
2664,50,18,3
2665,520,136,4
2666,312,84,4
2667,50,18,3
2668,12,6,2
2669,108,36,3
2670,50,18,3
2671,108,36,3
2672,16,8,2
2673,16,8,2
2674,2,2,1
2675,16,8,2
2676,16,8,2
2677,108,36,3
2678,16,8,2
2679,144,48,3
2680,9,5,2
2681,80,28,3
2682,36,14,3
2683,80,28,3
2684,2,2,1
2685,16,8,2
2686,2,2,1
2687,80,28,3
2688,460,122,4
2689,9,5,2
2690,36,14,3
2691,9,5,2
2692,80,28,3
2693,80,28,3
2694,36,14,3
2695,9,5,2
2696,584,152,4
2697,56,20,3
2698,312,84,4
2699,56,20,3
2700,80,28,3
2701,9,5,2
2702,36,14,3
2703,80,28,3
2704,80,28,3
2705,80,28,3
2706,36,14,3
2707,9,5,2
2708,9,5,2
2709,460,122,4
2710,36,14,3
2711,9,5,2
2712,56,20,3
2713,584,152,4
2714,312,84,4
2715,56,20,3
2716,9,5,2
2717,80,28,3
2718,36,14,3
2719,80,28,3
2720,520,136,4
2721,50,18,3
2722,312,84,4
2723,50,18,3
2724,50,18,3
2725,520,136,4
2726,312,84,4
2727,50,18,3
2728,312,84,4
2729,312,84,4
2730,2376,504,5
2731,312,84,4
2732,50,18,3
2733,50,18,3
2734,312,84,4
2735,520,136,4
2736,80,28,3
2737,9,5,2
2738,36,14,3
2739,80,28,3
2740,9,5,2
2741,80,28,3
2742,36,14,3
2743,80,28,3
2744,56,20,3
2745,56,20,3
2746,312,84,4
2747,584,152,4
2748,9,5,2
2749,9,5,2
2750,36,14,3
2751,460,122,4
2752,80,28,3
2753,2,2,1
2754,2,2,1
2755,16,8,2
2756,16,8,2
2757,16,8,2
2758,2,2,1
2759,16,8,2
2760,80,28,3
2761,9,5,2
2762,36,14,3
2763,80,28,3
2764,144,48,3
2765,16,8,2
2766,16,8,2
2767,108,36,3
2768,16,8,2
2769,16,8,2
2770,2,2,1
2771,16,8,2
2772,2,2,1
2773,80,28,3
2774,2,2,1
2775,16,8,2
2776,9,5,2
2777,80,28,3
2778,36,14,3
2779,80,28,3
2780,16,8,2
2781,144,48,3
2782,16,8,2
2783,108,36,3
2784,108,36,3
2785,12,6,2
2786,50,18,3
2787,108,36,3
2788,12,6,2
2789,108,36,3
2790,50,18,3
2791,108,36,3
2792,50,18,3
2793,50,18,3
2794,312,84,4
2795,520,136,4
2796,108,36,3
2797,108,36,3
2798,520,136,4
2799,864,216,4
2800,16,8,2
2801,2,2,1
2802,2,2,1
2803,80,28,3
2804,2,2,1
2805,16,8,2
2806,2,2,1
2807,80,28,3
2808,9,5,2
2809,9,5,2
2810,36,14,3
2811,460,122,4
2812,16,8,2
2813,16,8,2
2814,16,8,2
2815,520,136,4
2816,50,18,3
2817,2,2,1
2818,2,2,1
2819,2,2,1
2820,9,5,2
2821,2,2,1
2822,0,1,0
2823,0,1,0
2824,80,28,3
2825,2,2,1
2826,9,5,2
2827,2,2,1
2828,9,5,2
2829,0,1,0
2830,0,1,0
2831,2,2,1
2832,12,6,2
2833,16,8,2
2834,2,2,1
2835,2,2,1
2836,2,2,1
2837,9,5,2
2838,0,1,0
2839,0,1,0
2840,16,8,2
2841,16,8,2
2842,9,5,2
2843,2,2,1
2844,2,2,1
2845,2,2,1
2846,0,1,0
2847,2,2,1
2848,108,36,3
2849,16,8,2
2850,80,28,3
2851,16,8,2
2852,16,8,2
2853,16,8,2
2854,9,5,2
2855,2,2,1
2856,80,28,3
2857,9,5,2
2858,56,20,3
2859,9,5,2
2860,16,8,2
2861,2,2,1
2862,9,5,2
2863,16,8,2
2864,108,36,3
2865,16,8,2
2866,16,8,2
2867,80,28,3
2868,16,8,2
2869,16,8,2
2870,2,2,1
2871,9,5,2
2872,144,48,3
2873,16,8,2
2874,80,28,3
2875,80,28,3
2876,16,8,2
2877,2,2,1
2878,2,2,1
2879,36,14,3
2880,9,5,2
2881,2,2,1
2882,0,1,0
2883,0,1,0
2884,16,8,2
2885,12,6,2
2886,2,2,1
2887,2,2,1
2888,16,8,2
2889,16,8,2
2890,9,5,2
2891,2,2,1
2892,2,2,1
2893,2,2,1
2894,0,1,0
2895,2,2,1
2896,2,2,1
2897,9,5,2
2898,0,1,0
2899,0,1,0
2900,2,2,1
2901,50,18,3
2902,2,2,1
2903,2,2,1
2904,2,2,1
2905,80,28,3
2906,9,5,2
2907,2,2,1
2908,0,1,0
2909,9,5,2
2910,0,1,0
2911,2,2,1
2912,16,8,2
2913,16,8,2
2914,9,5,2
2915,2,2,1
2916,16,8,2
2917,108,36,3
2918,80,28,3
2919,16,8,2
2920,9,5,2
2921,80,28,3
2922,56,20,3
2923,9,5,2
2924,2,2,1
2925,16,8,2
2926,9,5,2
2927,16,8,2
2928,16,8,2
2929,16,8,2
2930,2,2,1
2931,9,5,2
2932,16,8,2
2933,108,36,3
2934,16,8,2
2935,80,28,3
2936,16,8,2
2937,144,48,3
2938,80,28,3
2939,80,28,3
2940,2,2,1
2941,16,8,2
2942,2,2,1
2943,36,14,3
2944,9,5,2
2945,0,1,0
2946,2,2,1
2947,0,1,0
2948,2,2,1
2949,2,2,1
2950,2,2,1
2951,0,1,0
2952,80,28,3
2953,9,5,2
2954,50,18,3
2955,9,5,2
2956,2,2,1
2957,0,1,0
2958,2,2,1
2959,2,2,1
2960,2,2,1
2961,2,2,1
2962,2,2,1
2963,0,1,0
2964,0,1,0
2965,9,5,2
2966,2,2,1
2967,0,1,0
2968,9,5,2
2969,80,28,3
2970,50,18,3
2971,9,5,2
2972,0,1,0
2973,2,2,1
2974,2,2,1
2975,2,2,1
2976,16,8,2
2977,2,2,1
2978,36,14,3
2979,2,2,1
2980,2,2,1
2981,16,8,2
2982,36,14,3
2983,2,2,1
2984,36,14,3
2985,36,14,3
2986,312,84,4
2987,36,14,3
2988,2,2,1
2989,2,2,1
2990,36,14,3
2991,16,8,2
2992,16,8,2
2993,2,2,1
2994,16,8,2
2995,9,5,2
2996,2,2,1
2997,16,8,2
2998,16,8,2
2999,9,5,2
3000,80,28,3
3001,80,28,3
3002,520,136,4
3003,460,122,4
3004,2,2,1
3005,2,2,1
3006,16,8,2
3007,36,14,3
3008,80,28,3
3009,2,2,1
3010,2,2,1
3011,9,5,2
3012,16,8,2
3013,16,8,2
3014,2,2,1
3015,9,5,2
3016,144,48,3
3017,16,8,2
3018,80,28,3
3019,80,28,3
3020,80,28,3
3021,9,5,2
3022,9,5,2
3023,50,18,3
3024,16,8,2
3025,16,8,2
3026,2,2,1
3027,9,5,2
3028,2,2,1
3029,80,28,3
3030,2,2,1
3031,9,5,2
3032,16,8,2
3033,144,48,3
3034,80,28,3
3035,80,28,3
3036,9,5,2
3037,80,28,3
3038,9,5,2
3039,50,18,3
3040,144,48,3
3041,16,8,2
3042,80,28,3
3043,80,28,3
3044,16,8,2
3045,144,48,3
3046,80,28,3
3047,80,28,3
3048,80,28,3
3049,80,28,3
3050,584,152,4
3051,460,122,4
3052,80,28,3
3053,80,28,3
3054,460,122,4
3055,520,136,4
3056,80,28,3
3057,9,5,2
3058,9,5,2
3059,56,20,3
3060,9,5,2
3061,80,28,3
3062,9,5,2
3063,56,20,3
3064,80,28,3
3065,80,28,3
3066,460,122,4
3067,584,152,4
3068,36,14,3
3069,36,14,3
3070,36,14,3
3071,312,84,4
3072,312,84,4
3073,36,14,3
3074,36,14,3
3075,36,14,3
3076,56,20,3
3077,80,28,3
3078,9,5,2
3079,9,5,2
3080,56,20,3
3081,9,5,2
3082,80,28,3
3083,9,5,2
3084,584,152,4
3085,80,28,3
3086,80,28,3
3087,460,122,4
3088,50,18,3
3089,80,28,3
3090,9,5,2
3091,9,5,2
3092,9,5,2
3093,80,28,3
3094,2,2,1
3095,2,2,1
3096,9,5,2
3097,16,8,2
3098,16,8,2
3099,2,2,1
3100,80,28,3
3101,144,48,3
3102,16,8,2
3103,80,28,3
3104,50,18,3
3105,9,5,2
3106,80,28,3
3107,9,5,2
3108,9,5,2
3109,16,8,2
3110,16,8,2
3111,2,2,1
3112,9,5,2
3113,2,2,1
3114,80,28,3
3115,2,2,1
3116,80,28,3
3117,16,8,2
3118,144,48,3
3119,80,28,3
3120,520,136,4
3121,80,28,3
3122,80,28,3
3123,460,122,4
3124,80,28,3
3125,144,48,3
3126,16,8,2
3127,80,28,3
3128,80,28,3
3129,16,8,2
3130,144,48,3
3131,80,28,3
3132,460,122,4
3133,80,28,3
3134,80,28,3
3135,584,152,4
3136,36,14,3
3137,16,8,2
3138,2,2,1
3139,2,2,1
3140,80,28,3
3141,108,36,3
3142,16,8,2
3143,16,8,2
3144,9,5,2
3145,16,8,2
3146,16,8,2
3147,2,2,1
3148,80,28,3
3149,144,48,3
3150,16,8,2
3151,80,28,3
3152,2,2,1
3153,9,5,2
3154,0,1,0
3155,0,1,0
3156,2,2,1
3157,50,18,3
3158,2,2,1
3159,2,2,1
3160,0,1,0
3161,9,5,2
3162,2,2,1
3163,0,1,0
3164,2,2,1
3165,80,28,3
3166,2,2,1
3167,9,5,2
3168,2,2,1
3169,2,2,1
3170,2,2,1
3171,0,1,0
3172,2,2,1
3173,12,6,2
3174,16,8,2
3175,2,2,1
3176,0,1,0
3177,2,2,1
3178,9,5,2
3179,0,1,0
3180,2,2,1
3181,16,8,2
3182,16,8,2
3183,9,5,2
3184,16,8,2
3185,16,8,2
3186,2,2,1
3187,9,5,2
3188,16,8,2
3189,108,36,3
3190,16,8,2
3191,80,28,3
3192,2,2,1
3193,16,8,2
3194,16,8,2
3195,9,5,2
3196,9,5,2
3197,80,28,3
3198,9,5,2
3199,56,20,3
3200,36,14,3
3201,2,2,1
3202,16,8,2
3203,2,2,1
3204,9,5,2
3205,16,8,2
3206,16,8,2
3207,2,2,1
3208,80,28,3
3209,16,8,2
3210,108,36,3
3211,16,8,2
3212,80,28,3
3213,16,8,2
3214,144,48,3
3215,80,28,3
