,rank,count
0,0,81
1,1,6
2,2,6
3,3,12
4,4,12
5,5,15
6,6,21
7,7,21
8,8,15
9,9,21
10,10,33
11,11,30
12,12,27
13,13,36
14,14,45
15,15,45
16,16,48
17,17,57
18,18,75
19,19,87
20,20,84
21,21,63
22,22,60
23,23,72
24,24,72
25,25,63
26,26,75
27,27,81
28,28,75
29,29,72
30,30,87
31,31,90
32,32,102
33,33,78
34,34,84
35,35,96
36,36,132
37,37,117
38,38,75
39,39,72
40,40,96
41,41,108
42,42,117
43,43,138
44,44,165
45,45,165
46,46,156
47,47,162
48,48,162
49,49,165
50,50,177
51,51,186
52,52,183
53,53,180
54,54,159
55,55,147
56,56,123
57,57,126
58,58,120
59,59,114
60,60,102
61,61,75
62,62,54
63,63,57
64,64,63
65,65,75
66,66,81
67,67,87
68,68,96
69,69,111
70,70,120
71,71,99
72,72,72
73,73,57
74,74,48
75,75,39
76,76,18
77,77,9
78,78,3
79,79,3
