,rank,count
0,0,153
1,1,6
2,2,6
3,3,12
4,4,12
5,5,15
6,6,24
7,7,27
8,8,24
9,9,33
10,10,48
11,11,48
12,12,45
13,13,54
14,14,66
15,15,66
16,16,69
17,17,75
18,18,99
19,19,105
20,20,105
21,21,108
22,22,144
23,23,156
24,24,156
25,25,180
26,26,219
27,27,225
28,28,225
29,29,258
30,30,300
31,31,318
32,32,336
33,33,372
34,34,426
35,35,453
36,36,468
37,37,534
38,38,615
39,39,657
40,40,672
41,41,753
42,42,816
43,43,858
44,44,900
45,45,945
46,46,975
47,47,1011
48,48,1068
49,49,1095
50,50,1158
51,51,1203
52,52,1251
53,53,1338
54,54,1452
55,55,1470
56,56,1551
57,57,1665
58,58,1815
59,59,1845
60,60,2037
61,61,2169
62,62,2292
63,63,2298
64,64,2466
65,65,2580
66,66,2661
67,67,2637
68,68,2745
69,69,2823
70,70,2865
71,71,2808
72,72,3018
73,73,3198
74,74,3315
75,75,3342
76,76,3561
77,77,3642
78,78,3858
79,79,3960
80,80,4041
81,81,4005
82,82,4206
83,83,4272
84,84,4308
85,85,4422
86,86,4647
87,87,4668
88,88,4743
89,89,4959
90,90,5160
91,91,5154
92,92,5412
93,93,5580
94,94,5685
95,95,5733
96,96,6042
97,97,6282
98,98,6432
99,99,6564
100,100,6777
101,101,6822
102,102,6792
103,103,6867
104,104,7113
105,105,7260
106,106,7530
107,107,7818
108,108,8148
109,109,8457
110,110,8880
111,111,9198
112,112,9564
113,113,9900
114,114,10359
115,115,10719
116,116,11088
117,117,11475
118,118,11718
119,119,12039
120,120,12303
121,121,12459
122,122,12558
123,123,13125
124,124,13836
125,125,14457
126,126,15027
127,127,15789
128,128,16575
129,129,17349
130,130,18111
131,131,18840
132,132,19410
133,133,19917
134,134,20478
135,135,20913
136,136,21300
137,137,21699
138,138,22065
139,139,22473
140,140,22836
141,141,23421
142,142,24015
143,143,24615
144,144,25182
145,145,25749
146,146,26163
147,147,26646
148,148,27246
149,149,27933
150,150,28314
151,151,28560
152,152,28752
153,153,29112
154,154,29295
155,155,29889
156,156,30648
157,157,31374
158,158,31365
159,159,31668
160,160,31896
161,161,32028
162,162,32034
163,163,32820
164,164,33534
165,165,33936
166,166,34224
167,167,34836
168,168,35052
169,169,35304
170,170,35532
171,171,35688
172,172,35811
173,173,36690
174,174,37773
175,175,38703
176,176,39444
177,177,40161
178,178,40698
179,179,41160
180,180,41418
181,181,41766
182,182,41916
183,183,42060
184,184,41988
185,185,42558
186,186,43482
187,187,44676
188,188,45492
189,189,46368
190,190,47001
191,191,47760
192,192,48249
193,193,48468
194,194,48384
195,195,48813
196,196,49188
197,197,49563
198,198,50280
199,199,51018
200,200,51354
201,201,51516
202,202,51684
203,203,51666
204,204,51360
205,205,51132
206,206,51018
207,207,50982
208,208,50949
209,209,50946
210,210,50595
211,211,50349
212,212,49953
213,213,49242
214,214,48651
215,215,48324
216,216,47787
217,217,46893
218,218,46008
219,219,45348
220,220,44328
221,221,42963
222,222,41739
223,223,40650
224,224,39507
225,225,38307
226,226,37020
227,227,35667
228,228,34278
229,229,32844
230,230,31215
231,231,29412
232,232,27654
233,233,25890
234,234,24171
235,235,22563
236,236,20964
237,237,19470
238,238,18099
239,239,16866
240,240,15462
241,241,14295
242,242,13221
243,243,12168
244,244,11187
245,245,10413
246,246,9771
247,247,9300
248,248,9078
249,249,8919
250,250,8721
251,251,8649
252,252,8709
253,253,8592
254,254,8445
255,255,8409
256,256,8370
257,257,8247
258,258,8097
259,259,7911
260,260,7509
261,261,6891
262,262,6177
263,263,5529
264,264,4890
265,265,4311
266,266,3714
267,267,3132
268,268,2544
269,269,1968
270,270,1512
271,271,1221
272,272,1014
273,273,819
274,274,642
275,275,561
276,276,546
277,277,498
278,278,456
279,279,408
280,280,354
281,281,285
282,282,243
283,283,216
284,284,174
285,285,129
286,286,99
287,287,93
288,288,75
289,289,54
290,290,36
291,291,30
292,292,24
293,293,15
294,294,15
295,295,12
296,296,9
