,rank,count
0,0,129
1,1,6
2,2,6
3,3,12
4,4,12
5,5,15
6,6,24
7,7,27
8,8,24
9,9,33
10,10,45
11,11,42
12,12,39
13,13,48
14,14,60
15,15,60
16,16,63
17,17,69
18,18,93
19,19,99
20,20,99
21,21,102
22,22,135
23,23,147
24,24,141
25,25,165
26,26,198
27,27,204
28,28,204
29,29,240
30,30,279
31,31,303
32,32,324
33,33,354
34,34,393
35,35,423
36,36,429
37,37,432
38,38,444
39,39,468
40,40,477
41,41,483
42,42,504
43,43,519
44,44,576
45,45,579
46,46,621
47,47,687
48,48,771
49,49,732
50,50,792
51,51,879
52,52,948
53,53,885
54,54,942
55,55,981
56,56,999
57,57,936
58,58,1005
59,59,1047
60,60,1110
61,61,1104
62,62,1203
63,63,1224
64,64,1266
65,65,1233
66,66,1260
67,67,1272
68,68,1296
69,69,1305
70,70,1368
71,71,1350
72,72,1482
73,73,1548
74,74,1581
75,75,1530
76,76,1665
77,77,1770
78,78,1746
79,79,1797
80,80,1926
81,81,2010
82,82,1953
83,83,1992
84,84,2106
85,85,2097
86,86,2115
87,87,2211
88,88,2361
89,89,2454
90,90,2583
91,91,2748
92,92,2922
93,93,3063
94,94,3216
95,95,3369
96,96,3438
97,97,3510
98,98,3513
99,99,3612
100,100,3768
101,101,3975
102,102,4119
103,103,4266
104,104,4359
105,105,4575
106,106,4872
107,107,5109
108,108,5166
109,109,5160
110,110,5211
111,111,5286
112,112,5298
113,113,5358
114,114,5466
115,115,5430
116,116,5304
117,117,5154
118,118,5106
119,119,5199
120,120,5154
121,121,5136
122,122,5229
123,123,5409
124,124,5346
125,125,5364
126,126,5463
127,127,5676
128,128,5667
129,129,5676
130,130,5604
131,131,5583
132,132,5589
133,133,5631
134,134,5616
135,135,5748
136,136,5880
137,137,5907
138,138,5844
139,139,5976
140,140,6168
141,141,6477
142,142,6645
143,143,6648
144,144,6459
145,145,6447
146,146,6498
147,147,6609
148,148,6714
149,149,6846
150,150,6858
151,151,6963
152,152,6954
153,153,6873
154,154,6723
155,155,6699
156,156,6696
157,157,6609
158,158,6549
159,159,6387
160,160,6138
161,161,5883
162,162,5682
163,163,5361
164,164,5058
165,165,4848
166,166,4623
167,167,4401
168,168,4179
169,169,3996
170,170,3735
171,171,3390
172,172,3039
173,173,2721
174,174,2442
175,175,2202
176,176,1911
177,177,1638
178,178,1386
179,179,1137
180,180,990
181,181,921
182,182,906
183,183,864
184,184,819
185,185,801
186,186,786
187,187,786
188,188,723
189,189,648
190,190,582
191,191,555
192,192,516
193,193,438
194,194,384
195,195,339
196,196,291
197,197,234
198,198,165
199,199,108
200,200,60
201,201,36
202,202,33
203,203,27
204,204,30
205,205,18
206,206,12
207,207,6
208,208,6
209,209,6
210,210,6
211,211,6
212,212,6
