,rank effect,count
0,-151,18
1,-150,45
2,-149,21
3,-148,21
4,-147,15
5,-146,57
6,-145,36
7,-144,60
8,-143,45
9,-142,69
10,-141,51
11,-140,114
12,-139,90
13,-138,162
14,-137,189
15,-136,258
16,-135,402
17,-134,408
18,-133,531
19,-132,606
20,-131,603
21,-130,765
22,-129,702
23,-128,762
24,-127,816
25,-126,948
26,-125,1038
27,-124,1296
28,-123,1227
29,-122,1590
30,-121,1365
31,-120,1722
32,-119,2145
33,-118,2112
34,-117,2454
35,-116,2697
36,-115,3069
37,-114,3060
38,-113,2991
39,-112,3519
40,-111,3831
41,-110,3690
42,-109,4026
43,-108,4062
44,-107,3957
45,-106,4365
46,-105,4836
47,-104,4638
48,-103,5460
49,-102,5679
50,-101,5841
51,-100,6606
52,-99,6618
53,-98,7167
54,-97,7806
55,-96,9291
56,-95,10029
57,-94,11211
58,-93,13242
59,-92,14079
60,-91,15201
61,-90,17418
62,-89,19770
63,-88,23046
64,-87,25467
65,-86,28401
66,-85,30783
67,-84,34272
68,-83,37854
69,-82,41079
70,-81,44169
71,-80,47910
72,-79,52023
73,-78,55476
74,-77,59535
75,-76,64881
76,-75,70245
77,-74,75480
78,-73,79632
79,-72,82695
80,-71,86436
81,-70,91341
82,-69,98082
83,-68,104676
84,-67,106374
85,-66,115263
86,-65,124692
87,-64,125424
88,-63,127038
89,-62,139557
90,-61,153108
91,-60,165810
92,-59,184443
93,-58,199200
94,-57,204723
95,-56,217170
96,-55,239427
97,-54,257865
98,-53,276966
99,-52,299694
100,-51,313644
101,-50,333681
102,-49,354165
103,-48,376185
104,-47,389577
105,-46,404277
106,-45,427611
107,-44,453090
108,-43,464241
109,-42,478290
110,-41,495369
111,-40,509907
112,-39,534405
113,-38,584958
114,-37,618405
115,-36,608823
116,-35,641865
117,-34,660825
118,-33,650499
119,-32,624303
120,-31,601287
121,-30,599937
122,-29,604065
123,-28,597642
124,-27,593373
125,-26,589125
126,-25,587190
127,-24,589662
128,-23,617544
129,-22,599502
130,-21,609318
131,-20,631104
132,-19,647949
133,-18,665133
134,-17,697167
135,-16,736395
136,-15,783093
137,-14,830385
138,-13,896472
139,-12,977928
140,-11,1063086
141,-10,1180155
142,-9,1333521
143,-8,1496781
144,-7,1739502
145,-6,2040996
146,-5,2411931
147,-4,2942718
148,-3,3740445
149,-2,5815563
150,-1,10722870
151,0,9396936
152,1,10722870
153,2,5815563
154,3,3740445
155,4,2942718
156,5,2411931
157,6,2040996
158,7,1739502
159,8,1496781
160,9,1333521
161,10,1180155
162,11,1063086
163,12,977928
164,13,896472
165,14,830385
166,15,783093
167,16,736395
168,17,697167
169,18,665133
170,19,647949
171,20,631104
172,21,609318
173,22,599502
174,23,617544
175,24,589662
176,25,587190
177,26,589125
178,27,593373
179,28,597642
180,29,604065
181,30,599937
182,31,601287
183,32,624303
184,33,650499
185,34,660825
186,35,641865
187,36,608823
188,37,618405
189,38,584958
190,39,534405
191,40,509907
192,41,495369
193,42,478290
194,43,464241
195,44,453090
196,45,427611
197,46,404277
198,47,389577
199,48,376185
200,49,354165
201,50,333681
202,51,313644
203,52,299694
204,53,276966
205,54,257865
206,55,239427
207,56,217170
208,57,204723
209,58,199200
210,59,184443
211,60,165810
212,61,153108
213,62,139557
214,63,127038
215,64,125424
216,65,124692
217,66,115263
218,67,106374
219,68,104676
220,69,98082
221,70,91341
222,71,86436
223,72,82695
224,73,79632
225,74,75480
226,75,70245
227,76,64881
228,77,59535
229,78,55476
230,79,52023
231,80,47910
232,81,44169
233,82,41079
234,83,37854
235,84,34272
236,85,30783
237,86,28401
238,87,25467
239,88,23046
240,89,19770
241,90,17418
242,91,15201
243,92,14079
244,93,13242
245,94,11211
246,95,10029
247,96,9291
248,97,7806
249,98,7167
250,99,6618
251,100,6606
252,101,5841
253,102,5679
254,103,5460
255,104,4638
256,105,4836
257,106,4365
258,107,3957
259,108,4062
260,109,4026
261,110,3690
262,111,3831
263,112,3519
264,113,2991
265,114,3060
266,115,3069
267,116,2697
268,117,2454
269,118,2112
270,119,2145
271,120,1722
272,121,1365
273,122,1590
274,123,1227
275,124,1296
276,125,1038
277,126,948
278,127,816
279,128,762
280,129,702
281,130,765
282,131,603
283,132,606
284,133,531
285,134,408
286,135,402
287,136,258
288,137,189
289,138,162
290,139,90
291,140,114
292,141,51
293,142,69
294,143,45
295,144,60
296,145,36
297,146,57
298,147,15
299,148,21
300,149,21
301,150,45
302,151,18
