,rank,count
0,0,153
1,1,6
2,2,12
3,3,18
4,4,33
5,5,36
6,6,48
7,7,60
8,8,33
9,9,51
10,10,96
11,11,84
12,12,42
13,13,78
14,14,99
15,15,132
16,16,123
17,17,144
18,18,138
19,19,153
20,20,168
21,21,207
22,22,228
23,23,276
24,24,294
25,25,354
26,26,324
27,27,309
28,28,420
29,29,471
30,30,477
31,31,525
32,32,609
33,33,669
34,34,708
35,35,795
36,36,879
37,37,900
38,38,891
39,39,1044
40,40,1101
41,41,1116
42,42,1173
43,43,1218
44,44,1272
45,45,1335
46,46,1395
47,47,1590
48,48,1638
49,49,1755
50,50,1926
51,51,2121
52,52,2133
53,53,2283
54,54,2559
55,55,2667
56,56,2970
57,57,3006
58,58,3165
59,59,3315
60,60,3318
61,61,3438
62,62,3624
63,63,3777
64,64,3948
65,65,4137
66,66,4230
67,67,4272
68,68,4572
69,69,4590
70,70,4626
71,71,4914
72,72,5181
73,73,5358
74,74,5520
75,75,5769
76,76,5658
77,77,5976
78,78,6201
79,79,6921
80,80,7065
81,81,7155
82,82,7497
83,83,7737
84,84,8154
85,85,8505
86,86,9336
87,87,9618
88,88,10626
89,89,11133
90,90,11814
91,91,12348
92,92,13395
93,93,14211
94,94,14982
95,95,16185
96,96,17502
97,97,18522
98,98,19833
99,99,21375
100,100,22722
101,101,23931
102,102,25854
103,103,27159
104,104,28680
105,105,29250
106,106,29400
107,107,29715
108,108,30102
109,109,29796
110,110,29919
111,111,29703
112,112,29571
113,113,30069
114,114,30321
115,115,30669
116,116,30648
117,117,30357
118,118,30687
119,119,30144
120,120,30867
121,121,31041
122,122,30981
123,123,31233
124,124,32031
125,125,31806
126,126,32538
127,127,33150
128,128,33624
129,129,33654
130,130,34083
131,131,35070
132,132,35766
133,133,37671
134,134,39069
135,135,40509
136,136,41067
137,137,43302
138,138,45360
139,139,47424
140,140,49146
141,141,52788
142,142,55338
143,143,58077
144,144,59553
145,145,60600
146,146,62058
147,147,64518
148,148,65853
149,149,66240
150,150,67950
151,151,67458
152,152,66168
153,153,65817
154,154,64509
155,155,65517
156,156,65079
157,157,63795
158,158,62022
159,159,60879
160,160,59724
161,161,57480
162,162,56592
163,163,54825
164,164,53382
165,165,52845
166,166,51432
167,167,50487
168,168,50982
169,169,50412
170,170,50220
171,171,50352
172,172,49827
173,173,48282
174,174,47265
175,175,46581
176,176,45981
177,177,45147
178,178,44448
179,179,45357
180,180,44868
181,181,45135
182,182,44772
183,183,44808
184,184,44037
185,185,42618
186,186,41352
187,187,39438
188,188,37206
189,189,34101
190,190,32112
191,191,30114
192,192,28677
193,193,26382
194,194,23820
195,195,22251
196,196,19899
197,197,18750
198,198,17925
199,199,16539
200,200,14862
201,201,13998
202,202,12660
203,203,12507
204,204,11724
205,205,11025
206,206,10719
207,207,11085
208,208,8883
209,209,8556
210,210,8220
211,211,8199
212,212,7482
213,213,5943
214,214,4725
215,215,4128
216,216,3558
217,217,3327
218,218,3150
219,219,2982
220,220,2742
221,221,2442
222,222,1845
223,223,1347
224,224,888
225,225,639
226,226,492
227,227,399
228,228,267
229,229,195
230,230,123
231,231,81
232,232,57
233,233,42
234,234,54
235,235,24
236,236,15
237,237,3
