,rank,count
0,0,177
1,1,6
2,2,6
3,3,12
4,4,12
5,5,15
6,6,24
7,7,27
8,8,24
9,9,33
10,10,48
11,11,48
12,12,48
13,13,60
14,14,72
15,15,72
16,16,75
17,17,81
18,18,105
19,19,111
20,20,111
21,21,114
22,22,150
23,23,162
24,24,162
25,25,186
26,26,228
27,27,234
28,28,240
29,29,273
30,30,321
31,31,339
32,32,363
33,33,399
34,34,453
35,35,477
36,36,495
37,37,555
38,38,633
39,39,681
40,40,711
41,41,789
42,42,867
43,43,939
44,44,1011
45,45,1104
46,46,1212
47,47,1323
48,48,1386
49,49,1467
50,50,1599
51,51,1734
52,52,1797
53,53,1881
54,54,1992
55,55,2085
56,56,2175
57,57,2274
58,58,2415
59,59,2544
60,60,2715
61,61,2814
62,62,2958
63,63,3096
64,64,3294
65,65,3414
66,66,3666
67,67,3891
68,68,4155
69,69,4305
70,70,4575
71,71,4812
72,72,5178
73,73,5382
74,74,5745
75,75,5988
76,76,6294
77,77,6402
78,78,6774
79,79,6942
80,80,7098
81,81,7176
82,82,7458
83,83,7584
84,84,7896
85,85,8091
86,86,8475
87,87,8721
88,88,9264
89,89,9480
90,90,9810
91,91,10251
92,92,10875
93,93,11199
94,94,11493
95,95,11895
96,96,12372
97,97,12558
98,98,12933
99,99,13092
100,100,13386
101,101,13524
102,102,13977
103,103,14334
104,104,14721
105,105,14958
106,106,15543
107,107,15936
108,108,16407
109,109,16896
110,110,17481
111,111,17940
112,112,18594
113,113,19086
114,114,19542
115,115,19968
116,116,20775
117,117,21132
118,118,21423
119,119,21804
120,120,22347
121,121,22512
122,122,22884
123,123,23313
124,124,23832
125,125,24411
126,126,25374
127,127,26082
128,128,26904
129,129,28023
130,130,29127
131,131,29679
132,132,30552
133,133,31638
134,134,32577
135,135,33267
136,136,34344
137,137,35508
138,138,36468
139,139,37368
140,140,38502
141,141,39441
142,142,40206
143,143,41109
144,144,41946
145,145,42807
146,146,43980
147,147,45693
148,148,47370
149,149,49227
150,150,51228
151,151,53505
152,152,55731
153,153,57924
154,154,60228
155,155,62523
156,156,64713
157,157,66555
158,158,68331
159,159,70095
160,160,71880
161,161,73395
162,162,75171
163,163,77073
164,164,79074
165,165,81144
166,166,83445
167,167,85926
168,168,88572
169,169,91434
170,170,94365
171,171,97392
172,172,100356
173,173,103290
174,174,106140
175,175,108978
176,176,111138
177,177,113220
178,178,115506
179,179,118476
180,180,121080
181,181,123651
182,182,125865
183,183,128151
184,184,130266
185,185,132654
186,186,135096
187,187,138063
188,188,140745
189,189,143496
190,190,146382
191,191,149826
192,192,152571
193,193,155190
194,194,157521
195,195,160188
196,196,162648
197,197,166026
198,198,168885
199,199,171714
200,200,174147
201,201,177222
202,202,180057
203,203,183567
204,204,186954
205,205,190047
206,206,192546
207,207,195654
208,208,198264
209,209,200835
210,210,203067
211,211,205761
212,212,208662
213,213,212766
214,214,216093
215,215,219102
216,216,221985
217,217,225132
218,218,227223
219,219,229659
220,220,232440
221,221,235218
222,222,237072
223,223,240603
224,224,245274
225,225,251190
226,226,256992
227,227,263442
228,228,268563
229,229,272946
230,230,276162
231,231,280458
232,232,284745
233,233,288402
234,234,290421
235,235,292794
236,236,294819
237,237,296220
238,238,297786
239,239,301455
240,240,306726
241,241,312861
242,242,318996
243,243,324075
244,244,328026
245,245,332019
246,246,336375
247,247,340434
248,248,343986
249,249,346977
250,250,349185
251,251,351498
252,252,354558
253,253,358431
254,254,362454
255,255,366966
256,256,370812
257,257,373971
258,258,376635
259,259,379635
260,260,381753
261,261,383337
262,262,384546
263,263,385635
264,264,386457
265,265,387627
266,266,388839
267,267,389823
268,268,390348
269,269,390240
270,270,389472
271,271,388566
272,272,387786
273,273,387102
274,274,386763
275,275,386088
276,276,384336
277,277,380877
278,278,377052
279,279,372786
280,280,368259
281,281,363540
282,282,359076
283,283,354549
284,284,349689
285,285,345042
286,286,339777
287,287,333675
288,288,326598
289,289,319284
290,290,311382
291,291,303441
292,292,295479
293,293,288384
294,294,280824
295,295,273453
296,296,265452
297,297,257316
298,298,248472
299,299,238878
300,300,228375
301,301,217932
302,302,207792
303,303,198159
304,304,189057
305,305,180846
306,306,173364
307,307,166155
308,308,158880
309,309,152067
310,310,145803
311,311,140448
312,312,135471
313,313,130836
314,314,126729
315,315,123012
316,316,119349
317,317,115860
318,318,113274
319,319,111576
320,320,110571
321,321,109968
322,322,109455
323,323,108795
324,324,107658
325,325,106260
326,326,104847
327,327,103527
328,328,101919
329,329,99945
330,330,98064
331,331,96078
332,332,93600
333,333,90912
334,334,88116
335,335,84852
336,336,80961
337,337,76557
338,338,71799
339,339,66741
340,340,61572
341,341,56583
342,342,51753
343,343,46932
344,344,42297
345,345,37929
346,346,33960
347,347,30120
348,348,26484
349,349,23136
350,350,20250
351,351,17595
352,352,15285
353,353,13350
354,354,11793
355,355,10359
356,356,9213
357,357,8250
358,358,7455
359,359,6585
360,360,5850
361,361,5298
362,362,4932
363,363,4746
364,364,4725
365,365,4626
366,366,4449
367,367,4236
368,368,4098
369,369,3903
370,370,3582
371,371,3192
372,372,2784
373,373,2337
374,374,1929
375,375,1578
376,376,1278
377,377,1002
378,378,765
379,379,555
380,380,405
381,381,339
382,382,288
383,383,234
384,384,168
385,385,147
386,386,123
387,387,99
388,388,87
389,389,69
390,390,60
391,391,54
392,392,42
393,393,24
394,394,15
395,395,12
396,396,9
