,rank,count
0,0,141
1,1,6
2,2,6
3,3,12
4,4,12
5,5,15
6,6,24
7,7,27
8,8,24
9,9,33
10,10,48
11,11,45
12,12,42
13,13,51
14,14,63
15,15,63
16,16,66
17,17,72
18,18,96
19,19,102
20,20,102
21,21,105
22,22,141
23,23,153
24,24,150
25,25,174
26,26,210
27,27,216
28,28,213
29,29,246
30,30,285
31,31,309
32,32,327
33,33,366
34,34,417
35,35,450
36,36,453
37,37,510
38,38,585
39,39,630
40,40,621
41,41,645
42,42,654
43,43,681
44,44,705
45,45,756
46,46,783
47,47,840
48,48,843
49,49,876
50,50,930
51,51,1047
52,52,1047
53,53,1146
54,54,1245
55,55,1341
56,56,1302
57,57,1452
58,58,1554
59,59,1620
60,60,1536
61,61,1608
62,62,1629
63,63,1692
64,64,1629
65,65,1770
66,66,1872
67,67,1995
68,68,1929
69,69,2064
70,70,2148
71,71,2238
72,72,2193
73,73,2229
74,74,2238
75,75,2424
76,76,2457
77,77,2514
78,78,2439
79,79,2652
80,80,2697
81,81,2682
82,82,2784
83,83,2997
84,84,3009
85,85,3000
86,86,3168
87,87,3393
88,88,3399
89,89,3513
90,90,3618
91,91,3711
92,92,3621
93,93,3720
94,94,3837
95,95,3912
96,96,3987
97,97,4260
98,98,4449
99,99,4590
100,100,4752
101,101,5016
102,102,5337
103,103,5604
104,104,5847
105,105,6033
106,106,6183
107,107,6390
108,108,6546
109,109,6684
110,110,6855
111,111,7002
112,112,7224
113,113,7605
114,114,7977
115,115,8313
116,116,8730
117,117,9243
118,118,9591
119,119,9741
120,120,10059
121,121,10398
122,122,10674
123,123,10758
124,124,10905
125,125,11013
126,126,11205
127,127,11352
128,128,11631
129,129,11856
130,130,12024
131,131,11934
132,132,12114
133,133,12387
134,134,12678
135,135,12666
136,136,12666
137,137,12684
138,138,12759
139,139,12969
140,140,13233
141,141,13311
142,142,13317
143,143,13326
144,144,13479
145,145,13674
146,146,13953
147,147,14037
148,148,14373
149,149,14592
150,150,14559
151,151,14190
152,152,14097
153,153,14268
154,154,14502
155,155,14793
156,156,15360
157,157,15837
158,158,16170
159,159,16350
160,160,16581
161,161,16869
162,162,17229
163,163,17178
164,164,16923
165,165,16884
166,166,17208
167,167,17580
168,168,17820
169,169,18096
170,170,18366
171,171,18543
172,172,18570
173,173,18516
174,174,18564
175,175,18720
176,176,18699
177,177,18621
178,178,18597
179,179,18834
180,180,18819
181,181,18726
182,182,18492
183,183,18318
184,184,18006
185,185,17592
186,186,17154
187,187,16668
188,188,16293
189,189,15993
190,190,15741
191,191,15381
192,192,14874
193,193,14301
194,194,13857
195,195,13434
196,196,12843
197,197,12096
198,198,11451
199,199,10803
200,200,10131
201,201,9423
202,202,8649
203,203,7848
204,204,7137
205,205,6480
206,206,5952
207,207,5385
208,208,4848
209,209,4290
210,210,3822
211,211,3450
212,212,3198
213,213,3033
214,214,2928
215,215,2790
216,216,2637
217,217,2505
218,218,2421
219,219,2346
220,220,2304
221,221,2325
222,222,2295
223,223,2214
224,224,2133
225,225,2049
226,226,1890
227,227,1671
228,228,1443
229,229,1242
230,230,1029
231,231,816
232,232,630
233,233,459
234,234,324
235,235,261
236,236,216
237,237,180
238,238,138
239,239,114
240,240,111
241,241,90
242,242,87
243,243,69
244,244,57
245,245,54
246,246,42
247,247,24
248,248,15
249,249,12
250,250,9
