,rank,count
0,0,141
1,1,6
2,2,12
3,3,18
4,4,33
5,5,36
6,6,48
7,7,57
8,8,33
9,9,51
10,10,93
11,11,81
12,12,42
13,13,75
14,14,96
15,15,129
16,16,120
17,17,141
18,18,135
19,19,150
20,20,165
21,21,201
22,22,225
23,23,267
24,24,285
25,25,342
26,26,309
27,27,294
28,28,405
29,29,453
30,30,468
31,31,528
32,32,615
33,33,657
34,34,675
35,35,711
36,36,792
37,37,744
38,38,729
39,39,849
40,40,900
41,41,903
42,42,966
43,43,996
44,44,1191
45,45,1167
46,46,1284
47,47,1455
48,48,1506
49,49,1656
50,50,1764
51,51,1929
52,52,1818
53,53,1953
54,54,2010
55,55,2160
56,56,2316
57,57,2211
58,58,2319
59,59,2289
60,60,2553
61,61,2595
62,62,2745
63,63,2787
64,64,2790
65,65,3006
66,66,2886
67,67,3012
68,68,3174
69,69,3408
70,70,3564
71,71,3555
72,72,3708
73,73,4023
74,74,4092
75,75,4521
76,76,4719
77,77,5028
78,78,5331
79,79,5505
80,80,5994
81,81,6270
82,82,6696
83,83,7392
84,84,7743
85,85,8616
86,86,9111
87,87,9891
88,88,10680
89,89,11286
90,90,12045
91,91,13002
92,92,13359
93,93,13998
94,94,14253
95,95,14361
96,96,14424
97,97,14436
98,98,14073
99,99,14025
100,100,13896
101,101,13824
102,102,13572
103,103,13332
104,104,13356
105,105,13182
106,106,13368
107,107,13041
108,108,12945
109,109,12378
110,110,12759
111,111,14067
112,112,14412
113,113,13893
114,114,13920
115,115,13830
116,116,14007
117,117,14415
118,118,15027
119,119,15399
120,120,16008
121,121,16725
122,122,18300
123,123,19068
124,124,20370
125,125,21207
126,126,22146
127,127,22971
128,128,24228
129,129,24564
130,130,25647
131,131,26238
132,132,26730
133,133,27042
134,134,26457
135,135,25626
136,136,25770
137,137,25698
138,138,25056
139,139,23655
140,140,22680
141,141,20952
142,142,20358
143,143,19686
144,144,18555
145,145,18843
146,146,18168
147,147,17886
148,148,17166
149,149,16830
150,150,16179
151,151,16215
152,152,15372
153,153,14640
154,154,14700
155,155,14646
156,156,14307
157,157,14106
158,158,13659
159,159,13422
160,160,13590
161,161,13659
162,162,13410
163,163,13023
164,164,12099
165,165,10896
166,166,10527
167,167,9678
168,168,9039
169,169,8079
170,170,7488
171,171,6765
172,172,5712
173,173,5433
174,174,4725
175,175,3951
176,176,3972
177,177,2961
178,178,2856
179,179,2610
180,180,2463
181,181,2121
182,182,1953
183,183,1893
184,184,2211
185,185,2070
186,186,1335
187,187,867
188,188,777
189,189,681
190,190,546
191,191,480
192,192,435
193,193,300
194,194,198
195,195,117
196,196,99
197,197,84
198,198,42
199,199,15
200,200,3
