Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-3,0,0,0,0
A,-2,0,0,2871,2871
A,-1,0,0,29586,29586
A,0,1998,1998,41088,41088
A,1,5322,5322,24264,24264
A,2,1152,1152,1719,1719
A,3,0,0,0,0
B,-3,0,0,0,0
B,-2,0,0,768,768
B,-1,0,0,13632,13632
B,0,3084,3084,22116,22116
B,1,936,936,12696,12696
B,2,216,216,552,552
B,3,0,0,0,0
C,-3,0,0,0,0
C,-2,0,0,768,768
C,-1,0,0,13632,13632
C,0,3084,3084,22116,22116
C,1,936,936,12696,12696
C,2,216,216,552,552
C,3,0,0,0,0
D,-3,0,0,1680,1680
D,-2,0,0,7680,7680
D,-1,0,0,26544,26544
D,0,2652,2652,33540,33540
D,1,3654,3654,22890,22890
D,2,1680,1680,6000,6000
D,3,486,486,1194,1194
E,-3,0,0,2148,2148
E,-2,0,0,10344,10344
E,-1,0,0,32598,32598
E,0,3444,3444,41376,41376
E,1,4404,4404,28194,28194
E,2,2040,2040,8304,8304
E,3,702,702,1446,1446
F,-3,0,0,0,0
F,-2,0,0,2871,2871
F,-1,0,0,29586,29586
F,0,1998,1998,41088,41088
F,1,5322,5322,24264,24264
F,2,1152,1152,1719,1719
F,3,0,0,0,0
G,-3,0,0,0,0
G,-2,0,0,0,0
G,-1,0,0,23760,23760
G,0,2184,2184,31296,31296
G,1,4170,4170,19590,19590
G,2,0,0,0,0
G,3,0,0,0,0
