Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-2,18,0,0,0,18,0
-1,36,45,0,0,42,54
0,0,9,0,0,42,54
1,0,0,18,36,24,18
2,0,0,18,0,0,0
