Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-3,2,2,0,0,6,6
-2,6,6,0,0,12,12
-1,30,30,0,0,42,42
0,0,0,72,72,0,0
1,0,0,18,18,24,24
2,0,0,12,12,0,0
3,0,0,6,6,0,0
