Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,28,0,0,0,98,0
-4,302,158,0,0,886,524
-3,826,734,0,0,2348,1988
-2,1926,1654,0,0,3952,3960
-1,6788,7030,0,0,9720,9972
0,0,294,12816,12816,10776,11896
1,0,0,2154,2154,7566,7818
2,0,0,1884,1884,2068,2076
3,0,0,1158,1158,1190,830
4,0,0,348,348,538,176
5,0,0,0,0,98,0
