Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,492,108,0,0,2619,567
-4,21792,5732,0,0,83133,25548
-3,251716,122278,0,0,792930,417696
-2,1206355,1009083,0,0,3357644,2897567
-1,3427822,3622078,0,0,8964735,9487454
0,0,148898,1017444,1017444,12900434,13644892
1,0,0,733206,733206,8231529,8754248
2,0,0,403560,403560,2954084,2494007
3,0,0,100509,107364,692421,310332
4,0,0,17754,10899,65379,14649
5,0,0,567,567,2052,0
