Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-5,0,0,0,0
A,-4,0,0,0,0
A,-3,0,0,0,0
A,-2,0,0,3456,3456
A,-1,0,0,13440,13440
A,0,4584,4584,15384,15384
A,1,6456,6456,6984,6984
A,2,480,480,2976,2976
A,3,0,0,0,0
A,4,0,0,0,0
A,5,0,0,0,0
B,-5,0,0,0,0
B,-4,0,0,0,0
B,-3,0,0,0,0
B,-2,0,0,0,0
B,-1,0,0,4480,4480
B,0,2120,2120,6840,6840
B,1,1720,1720,2760,2760
B,2,0,0,0,0
B,3,0,0,0,0
B,4,0,0,0,0
B,5,0,0,0,0
C,-5,0,0,0,0
C,-4,0,0,0,0
C,-3,0,0,2112,2112
C,-2,0,0,6528,6528
C,-1,0,0,15808,15808
C,0,5776,5776,17008,17008
C,1,6500,6500,9308,9308
C,2,2504,2504,4024,4024
C,3,580,580,1532,1532
C,4,0,0,0,0
C,5,0,0,0,0
D,-5,0,0,0,0
D,-4,0,0,0,0
D,-3,0,0,0,0
D,-2,0,0,0,0
D,-1,0,0,3584,3584
D,0,3160,3160,7592,7592
D,1,680,680,2904,2904
D,2,0,0,0,0
D,3,0,0,0,0
D,4,0,0,0,0
D,5,0,0,0,0
E,-5,0,0,0,0
E,-4,0,0,0,0
E,-3,0,0,0,0
E,-2,0,0,0,0
E,-1,0,0,3584,3584
E,0,3160,3160,7592,7592
E,1,680,680,2904,2904
E,2,0,0,0,0
E,3,0,0,0,0
E,4,0,0,0,0
E,5,0,0,0,0
F,-5,0,0,656,656
F,-4,0,0,3168,3168
F,-3,0,0,7280,7280
F,-2,0,0,8512,8512
F,-1,0,0,15616,15616
F,0,10496,10496,26560,26560
F,1,6708,6708,8908,8908
F,2,2512,2512,6000,6000
F,3,2168,2168,5112,5112
F,4,976,976,2192,2192
F,5,180,180,476,476
G,-5,0,0,0,0
G,-4,0,0,0,0
G,-3,0,0,0,0
G,-2,0,0,0,0
G,-1,0,0,2560,2560
G,0,3744,3744,9056,9056
G,1,96,96,2464,2464
G,2,0,0,0,0
G,3,0,0,0,0
G,4,0,0,0,0
G,5,0,0,0,0
H,-5,0,0,0,0
H,-4,0,0,0,0
H,-3,0,0,0,0
H,-2,0,0,0,0
H,-1,0,0,2560,2560
H,0,3744,3744,9056,9056
H,1,96,96,2464,2464
H,2,0,0,0,0
H,3,0,0,0,0
H,4,0,0,0,0
H,5,0,0,0,0
I,-5,0,0,0,0
I,-4,0,0,0,0
I,-3,0,0,0,0
I,-2,0,0,0,0
I,-1,0,0,2560,2560
I,0,3744,3744,9056,9056
I,1,96,96,2464,2464
I,2,0,0,0,0
I,3,0,0,0,0
I,4,0,0,0,0
I,5,0,0,0,0
J,-5,0,0,0,0
J,-4,0,0,0,0
J,-3,0,0,0,0
J,-2,0,0,0,0
J,-1,0,0,2560,2560
J,0,3744,3744,9056,9056
J,1,96,96,2464,2464
J,2,0,0,0,0
J,3,0,0,0,0
J,4,0,0,0,0
J,5,0,0,0,0
