,rank effect,count
0,-8,15
1,-7,20
2,-6,31
3,-5,16
4,-4,21
5,-3,21
6,-2,39
7,-1,323
8,0,138
9,1,445
10,2,49
11,3,29
12,4,25
13,5,10
14,6,6
