,rank effect,count
0,-19,226008
1,-18,36136
2,-17,209644
3,-16,38089
4,-15,16459
5,-14,449
6,-13,73569
7,-12,3596
8,-11,136572
9,-10,342
10,-9,195283
11,-8,4525
12,-7,175272
13,-6,15576
14,-5,91694
15,-4,23815
16,-3,45862
17,-2,153433
18,-1,5266481
19,0,221088
20,1,8797872
21,2,262498
22,3,48820
23,4,26571
24,5,99690
25,6,18184
26,7,181624
27,8,5295
28,9,185553
29,10,342
30,11,109545
31,12,321
32,13,35463
33,14,4167
34,15,18173
35,16,32518
36,17,82223
