node,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
0,20002,40864,31056,82719,518902,236031,856341,612263,393560,535628,5860309,991864,7107410,761761,377021,411297,322207,34305,26418,37966,9660
1,0,0,0,2150,163824,64707,170010,70977,216460,76947,4023478,798595,7331120,305104,525797,13391,0,0,0,0,0
2,0,0,0,2150,163824,64707,170010,70977,216460,66721,4007737,886712,7279206,294868,525797,13391,0,0,0,0,0
3,0,0,0,2150,163824,64707,170010,70977,216460,62976,3995440,938583,7247122,291123,525797,13391,0,0,0,0,0
4,32950,32015,26574,39499,269032,532666,755995,919336,532496,777262,5775083,1566887,6569112,985090,515445,462881,395820,69064,58953,0,0
5,0,0,0,834,54644,103486,60074,76584,193114,59151,4060733,987405,7555866,345191,259895,5583,0,0,0,0,0
6,0,0,0,834,54644,103486,60074,76584,193114,58368,4046184,1034190,7525196,344408,259895,5583,0,0,0,0,0
7,0,0,0,834,54644,103486,60074,76584,193114,57984,4035332,1068288,7502718,344024,259895,5583,0,0,0,0,0
8,0,0,0,834,54644,103486,60074,76584,193114,57817,4027671,1091945,7487056,343857,259895,5583,0,0,0,0,0
9,0,0,0,834,54644,103486,60074,76584,193114,57812,4022591,1107211,7476880,343852,259895,5583,0,0,0,0,0
