,rank,count
0,0,5
1,1,36
2,2,113
3,3,206
4,4,254
5,5,264
6,6,328
7,7,500
8,8,697
9,9,796
10,10,782
11,11,694
12,12,552
13,13,420
14,14,395
15,15,512
16,16,694
17,17,822
18,18,865
19,19,856
20,20,776
21,21,570
22,22,289
23,23,84
24,24,10
