node,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
0,1905,2044,3094,1915,3185,145,2956,116,1015,1126,125787,24225,216170,1350,1015,78,1970,43,1239,1839,1999
1,1907,2106,3040,1987,3102,146,2909,163,969,1418,124090,28025,213628,1589,969,115,1933,43,1157,1911,2009
2,1907,2106,3040,1981,3100,154,2909,163,969,1443,124249,27478,213920,1660,969,115,1933,43,1163,1905,2009
3,10667,17930,16719,14058,11313,1573,31007,20204,32029,12016,134740,7053,172248,15237,34801,13634,27635,3052,11860,4,2044
4,1493,2317,775,23,1507,29,1496,40,4608,4662,122314,0,232852,9364,5592,30,1792,2339,1983,0,0
5,1493,2317,775,23,1507,29,1496,40,4608,4662,122314,0,232852,9364,5592,30,1792,2339,1983,0,0
6,1493,2317,775,23,1507,29,1496,40,4608,4662,122314,0,232852,9364,5592,30,1792,2339,1983,0,0
7,1493,2317,775,23,1507,29,1496,40,4608,4662,122314,0,232852,9364,5592,30,1792,2339,1983,0,0
