node,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,0,10629,9273,6612,5487,105212,745600,235922,890585,94502,221362,77181,711282,107655,1404562,214272,1220040,405634,5124837,238262,7553105,470498,1520002,272634,1777918,140642,899137,78511,182115,25803,9510,2124,8436,108,3156,0,0
1,2407,1711,3957,1958,4637,29030,203336,60655,252356,74624,161577,23197,201799,5113,124162,1109,29078,210634,5682747,546716,9137845,344880,29388,1109,96355,4020,107852,16388,57974,55767,195001,18484,2782,324,1731,1600,2417
2,2407,1711,3957,1958,4637,29030,203336,60655,252356,74624,161577,23197,201799,5113,124162,1109,29078,210634,5682747,546716,9137845,344880,29388,1109,96355,4020,107852,16388,57974,55767,195001,18484,2782,324,1731,1600,2417
3,2407,1711,3957,1958,4637,29030,203336,60655,252356,74624,161577,23197,201799,5113,124162,1109,29078,210634,5682747,546716,9137845,344880,29388,1109,96355,4020,107852,16388,57974,55767,195001,18484,2782,324,1731,1600,2417
4,0,0,183,17383,75785,46474,181851,67644,167203,51958,238800,51426,200134,24324,162264,33979,213434,249954,7176320,370753,10807512,354286,232050,35072,173191,25200,139518,74162,184644,63877,190662,16825,12,0,0,0,0
5,0,0,183,23158,89358,129726,883489,240680,926046,83417,289895,95258,915624,169037,1517050,222493,1225480,333499,5225912,273823,7373059,351912,1427697,260884,1843219,161085,1060666,93223,264686,32453,30950,7911,5384,1761,22,0,0
6,0,0,0,0,109,26986,188402,51897,208637,60224,108865,14490,169830,5469,117401,671,32759,194164,5767884,461914,9463668,328186,31703,661,87795,4365,84840,7320,27289,49640,182578,16961,12,0,0,0,0
7,0,0,0,0,109,26986,188402,51897,208637,60224,108865,14490,169830,5469,117401,671,32759,194164,5767884,461914,9463668,328186,31703,661,87795,4365,84840,7320,27289,49640,182578,16961,12,0,0,0,0
8,0,0,0,0,109,26986,188402,51897,208637,60224,108865,14490,169830,5469,117401,671,32759,194164,5767884,461914,9463668,328186,31703,661,87795,4365,84840,7320,27289,49640,182578,16961,12,0,0,0,0
9,0,0,0,0,109,26986,188402,51897,208637,60224,108865,14490,169830,5469,117401,671,32759,194164,5767884,461914,9463668,328186,31703,661,87795,4365,84840,7320,27289,49640,182578,16961,12,0,0,0,0
