,rank effect,count
0,-13,511
1,-12,1968
2,-11,969
3,-10,1483
4,-9,841
5,-8,56
6,-7,1501
7,-6,616
8,-5,1581
9,-4,760
10,-3,1431
11,-2,2326
12,-1,33127
13,0,5724
14,1,55100
15,2,3144
16,3,1592
17,4,989
18,5,1604
19,6,548
20,7,1189
21,8,248
22,9,526
23,10,610
24,11,340
