node,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,125,1155,325,2235,75,1205,7040,3480,8279,1350,75,1225,55
1,44,212,64,192,256,0,5626,866,10324,484,364,0,0
2,44,212,64,192,256,0,5623,875,10318,484,364,0,0
3,44,212,64,192,256,0,5620,884,10312,484,364,0,0
4,44,212,64,192,256,0,5617,893,10306,484,364,0,0
5,44,212,64,192,256,0,5614,902,10300,484,364,0,0
