,rank effect,count
0,-14,449
1,-13,4034
2,-12,9153
3,-11,8047
4,-10,9663
5,-9,12511
6,-8,22683
7,-7,28440
8,-6,27193
9,-5,30031
10,-4,31195
11,-3,53336
12,-2,96301
13,-1,595687
14,0,230367
15,1,843058
16,2,125694
17,3,64547
18,4,39617
19,5,24103
20,6,13391
21,7,7804
22,8,5389
23,9,4530
24,10,4232
25,11,1948
26,12,353
27,13,4
