,rank effect,count
0,-15,108
1,-14,181
2,-13,65
3,-12,143
4,-11,168
5,-10,720
6,-9,1173
7,-8,1388
8,-7,1275
9,-6,1514
10,-5,1267
11,-4,1836
12,-3,2197
13,-2,4563
14,-1,26356
15,0,11536
16,1,38214
17,2,5830
18,3,2744
19,4,2149
20,5,1189
21,6,995
22,7,431
23,8,308
24,9,105
25,10,134
26,11,56
27,12,75
28,13,31
29,14,1
