node,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,34,222,90,422,28,228,1440,672,1688,268,28,240,16
1,17,47,23,41,64,0,1139,261,2026,118,104,0,0
2,17,47,23,41,64,0,1138,264,2024,118,104,0,0
3,17,47,23,41,64,0,1137,267,2022,118,104,0,0
4,17,47,23,41,64,0,1136,270,2020,118,104,0,0
