Node,1,5,10,15,20
0,9883,117,0,0
1,1484,1499,1129,1144
2,1405,1416,1090,1131
3,1462,1439,1170,1107
4,1446,1478,1130,1200
5,1457,1481,1135,1161
6,1473,1485,1114,1107
7,1542,1385,1206,1154
8,1424,1456,1220,1186
9,1395,1387,1180,1174
