Node,-9,-7,-5,-3,-1,0,1,3,5,7,9
0,0,76,1489,13839,20510,28110,30578,4997,387,14
1,4,99,1653,13729,20131,28050,30598,5274,447,15
2,1,31,848,12038,22352,29584,31353,3606,179,8
3,6,128,1839,13979,20074,28019,30097,5319,514,25
4,2,61,1173,13301,21373,28460,30920,4420,282,8
5,1,27,829,12194,22048,29972,31250,3485,188,6
6,1,35,842,12066,22319,29997,31138,3426,173,3
7,1,38,778,11961,22427,30202,31065,3366,159,3
8,0,32,925,12271,21803,29766,31209,3789,204,1
9,1,19,495,8899,21237,38674,28210,2370,93,2
10,0,17,688,10644,22711,32049,30876,2878,134,3
11,0,34,796,11860,22166,30306,31354,3314,164,6
12,1,20,507,9236,21887,36678,29035,2516,119,1
13,0,34,817,11715,22140,30541,31225,3374,151,3
14,0,33,911,12337,21907,29672,31308,3619,210,3
15,1,36,700,10919,22560,31287,31344,3028,121,4
16,1,20,544,8999,21171,38386,28356,2426,97,0
17,0,17,605,9794,21789,35463,29711,2497,121,3
18,1,13,584,10107,22470,33933,30151,2612,127,2
19,0,22,642,10199,22189,33644,30452,2717,131,4
20,0,12,495,8467,20344,41037,27335,2207,97,6
21,1,22,639,10302,22263,34160,29755,2728,123,7
22,0,37,781,11380,22602,30976,30924,3146,149,5
23,1,23,613,10146,21937,34382,30074,2700,120,4
24,0,25,677,10736,22593,31974,30972,2862,157,4
25,1,22,622,10438,22514,32978,30444,2836,138,7
26,0,13,576,9703,21635,36538,28943,2473,111,8
27,1,13,521,9285,21962,36734,28887,2474,120,3
28,0,15,432,7874,19998,43445,26181,1982,73,0
