Node,1,9,17,25,33,41,49,57,65,73,81
0,68598,23861,5727,1369,323,91,24,5,1,1
1,68096,24135,5864,1424,358,86,27,9,1,0
2,68075,24137,5941,1367,369,80,22,5,1,3
3,68349,23964,5810,1379,368,95,31,4,0,0
4,68506,23650,5976,1411,347,80,20,9,1,0
5,68260,23905,5854,1484,380,89,20,7,1,0
6,67885,24091,6015,1523,362,95,22,6,0,1
7,68228,23871,5970,1431,379,89,24,5,2,1
8,68396,23823,5853,1424,363,102,28,9,2,0
9,68283,24001,5785,1466,345,95,22,3,0,0
10,68243,24001,5859,1413,361,96,19,8,0,0
11,68300,24019,5837,1426,326,75,12,4,1,0
12,68459,23807,5880,1406,345,80,21,2,0,0
13,68452,23855,5788,1457,336,82,22,4,4,0
14,68120,23974,5952,1488,338,98,23,6,1,0
15,68388,23820,5924,1426,340,83,15,3,1,0
16,68097,24085,5885,1462,361,86,15,7,1,1
17,68119,24078,5919,1398,366,101,13,6,0,0
18,68772,23624,5712,1399,365,97,26,5,0,0
19,68401,23979,5788,1391,328,90,19,2,1,1
20,68263,24070,5780,1445,331,83,22,5,1,0
21,68184,24200,5774,1359,368,98,15,1,1,0
22,68524,23793,5858,1383,335,77,21,5,4,0
23,68416,23897,5811,1444,327,82,17,4,2,0
24,68006,24207,5905,1403,364,81,27,6,1,0
25,68519,23740,5846,1436,339,92,22,4,2,0
26,68517,23743,5943,1359,347,68,18,3,0,2
27,68493,23693,5974,1389,341,89,13,6,2,0
28,68390,23931,5808,1390,353,93,24,10,1,0
29,68417,23854,5855,1420,331,96,18,5,4,0
