Node,0,2,4,6,8,10,12,14,16,18,21
0,6121,88070,277863,339400,204120,68538,13999,1765,116,8
1,6165,88767,276992,340006,203265,68944,13973,1770,113,5
2,6230,88370,276700,339781,204460,68716,13857,1749,134,3
3,6197,88213,277132,339435,204360,68868,13886,1782,120,7
4,6119,88124,277325,339737,203980,68745,14112,1728,121,9
5,6185,88141,277059,340458,203263,68971,14054,1748,116,5
6,6120,88465,276978,339463,204064,69074,14051,1657,123,5
7,6066,88560,277412,339665,203707,68737,13946,1775,125,7
8,6084,88274,277145,339431,204251,69114,13742,1811,143,5
9,6023,88429,277539,338905,204498,68809,13886,1785,119,7
10,6065,88472,277241,339475,204210,68911,13760,1729,131,6
11,6101,88316,278234,338420,204266,68707,14038,1779,133,6
12,5987,88440,277690,338919,204368,68797,13940,1739,115,5
13,6086,88538,277672,339423,203606,68844,13986,1711,130,4
14,6284,87921,277695,338814,204539,68887,13959,1763,127,11
15,6145,87954,277791,339792,203655,68818,13920,1781,139,5
16,6128,88450,277267,339508,204012,68809,13992,1688,139,7
17,6084,88766,276358,340159,203872,68700,14199,1726,132,4
18,5985,88526,277419,340025,203477,68779,13877,1770,135,7
19,6034,88472,277158,339692,204083,68844,13904,1673,135,5
20,6023,88333,277273,340186,203602,68814,13883,1756,120,10
21,6082,88172,277528,339359,204136,68918,13918,1758,119,10
22,6065,88343,277578,339329,203934,68898,13939,1761,144,9
23,5995,88707,276652,339555,204312,68857,14050,1707,159,6
24,6184,88166,277704,339405,204148,68610,13873,1763,142,5
25,6123,88002,277521,339617,204269,68647,13894,1794,127,6
26,6097,88627,277479,338694,204556,68974,13667,1768,132,6
27,6064,88599,276921,339336,204578,68766,13869,1738,122,7
28,6071,88276,276932,339917,204402,68516,13989,1757,134,6
