Iteration,0,1,2,3,4,5,6,7,8,9
1,6,5,4,6,4,3,6,6,6,5
2,2,2,2,2,2,2,2,2,1,1
3,2,2,2,1,1,2,1,2,2,2
4,2,2,2,3,2,2,2,3,2,3
5,1,1,1,1,1,1,1,1,1,1
6,5,6,6,5,4,7,5,5,6,3
7,3,2,1,2,3,3,2,2,1,3
8,2,2,2,2,2,2,2,2,2,2
9,2,3,1,3,2,2,3,3,3,1
10,1,2,1,1,2,2,2,2,2,2
11,2,2,2,2,1,1,2,2,2,2
12,3,2,3,4,3,4,3,4,2,3
13,1,1,1,1,1,1,1,1,1,1
14,2,2,2,2,2,2,1,2,2,2
15,3,3,2,2,3,1,3,3,3,3
16,1,2,2,1,2,2,2,1,2,1
17,5,4,3,4,4,3,4,5,2,4
18,1,1,1,1,1,1,1,1,1,1
19,3,4,1,1,3,2,4,4,2,2
20,2,1,3,3,3,2,2,3,3,2
21,1,1,2,1,1,2,1,1,2,1
22,1,1,1,1,1,1,1,1,1,1
23,1,1,1,1,1,1,1,1,1,1
24,2,4,3,2,3,4,2,2,3,3
25,4,4,2,4,3,3,4,3,4,3
26,2,1,2,1,1,2,2,1,2,2
27,3,2,3,2,2,2,2,3,3,3
28,1,2,1,2,2,1,2,1,1,2
29,1,1,1,1,1,1,1,1,1,1
30,1,4,3,4,4,1,1,3,3,4
31,1,1,1,1,1,1,1,1,1,1
32,1,1,1,1,1,1,1,1,1,1
33,2,2,1,1,2,2,1,1,3,2
34,2,1,1,2,2,2,2,1,2,2
35,2,2,1,2,2,1,1,2,2,2
36,1,1,1,1,1,1,1,1,1,1
37,1,1,1,3,3,1,2,2,2,1
38,4,3,4,3,4,4,4,4,2,4
39,2,2,1,2,2,2,2,1,2,2
40,1,1,1,1,1,1,1,1,1,1
41,2,3,3,3,3,2,2,1,3,1
42,2,2,2,2,2,2,2,2,2,2
43,1,2,1,3,2,3,3,3,1,1
44,1,1,1,1,1,1,1,1,1,1
45,3,3,3,3,1,3,3,1,2,1
46,3,1,2,2,3,1,2,2,1,3
47,1,1,1,1,1,1,1,1,1,1
48,1,1,2,2,2,2,2,2,2,2
49,1,1,1,1,1,1,1,1,1,1
50,1,1,3,1,1,3,2,2,3,2
51,3,2,1,1,3,1,2,1,3,1
52,3,3,4,2,4,3,4,4,3,3
53,3,3,1,2,3,3,3,3,3,3
54,1,1,3,1,1,3,3,1,1,3
55,1,1,1,1,1,1,1,1,1,1
56,1,1,1,1,1,1,1,1,1,1
57,4,4,2,4,3,5,5,3,4,5
58,1,1,1,1,1,1,1,1,1,1
59,1,1,1,1,1,1,1,1,1,1
60,1,1,3,3,1,3,2,3,3,3
61,1,2,2,2,2,1,1,2,1,2
62,2,2,1,2,2,1,2,2,2,2
63,1,2,2,4,4,3,3,3,4,4
64,1,1,1,1,1,1,1,1,1,1
65,2,1,1,1,1,1,1,2,2,1
66,2,4,4,3,4,4,4,2,3,3
67,2,1,2,1,1,2,2,1,2,2
68,5,5,6,4,4,5,2,5,4,6
69,2,4,2,4,4,3,4,3,3,2
70,1,2,1,1,2,2,2,2,1,2
71,3,4,4,3,5,4,3,4,2,2
72,3,2,3,2,3,3,2,2,2,3
73,5,2,4,2,2,2,4,4,5,3
74,1,2,2,3,3,2,1,2,3,2
75,4,4,4,1,1,2,3,3,4,1
76,6,3,6,4,5,5,4,4,3,6
77,1,2,4,1,2,1,4,4,1,4
78,1,1,1,1,1,1,1,1,1,1
79,1,4,2,4,2,4,4,2,1,3
80,2,2,1,2,3,2,1,1,3,2
81,3,1,2,3,1,3,1,3,3,3
82,1,1,1,1,1,1,1,1,1,1
83,2,2,2,1,1,1,3,3,2,3
84,1,2,1,2,2,2,2,2,2,1
85,4,5,5,3,4,5,4,5,4,4
86,1,1,1,1,1,1,1,1,1,1
87,3,3,3,3,2,3,3,3,2,1
88,2,2,2,1,2,1,2,2,1,2
89,2,1,1,1,2,1,1,2,2,2
90,2,1,2,2,2,2,2,2,2,2
91,1,1,1,1,1,1,1,1,1,1
92,2,1,2,2,2,2,2,2,2,1
93,1,1,2,1,2,2,2,2,1,2
94,1,1,1,1,1,1,1,1,1,1
95,1,2,1,2,2,1,2,2,2,2
96,4,5,5,4,4,4,4,3,3,4
97,1,1,2,2,2,2,2,1,1,2
98,4,4,2,3,2,3,4,3,3,3
99,1,2,1,2,2,2,1,2,1,1
100,1,3,3,1,1,1,2,3,2,3
101,4,3,2,4,1,1,4,1,4,1
102,1,1,1,1,1,1,1,1,1,1
103,1,2,4,1,4,3,4,4,4,3
104,2,2,2,2,2,2,2,2,2,2
105,2,1,1,1,2,2,2,1,2,2
106,3,3,3,3,2,2,1,2,1,1
107,1,3,2,3,3,1,1,2,3,3
108,3,2,1,2,3,2,1,3,1,3
109,2,2,1,2,1,2,2,1,1,2
110,1,3,2,1,1,4,3,4,3,3
111,1,1,1,1,1,1,1,1,1,1
112,2,1,1,3,3,1,3,2,3,2
113,2,2,1,2,2,2,2,2,2,2
114,1,2,2,2,1,1,2,1,2,2
115,2,2,2,2,1,1,2,1,2,2
116,1,1,1,1,1,1,1,1,1,1
117,1,1,1,1,1,1,1,1,1,1
118,1,1,1,1,1,1,1,1,1,1
119,1,1,1,1,1,1,1,1,1,1
120,4,3,2,4,4,4,3,4,3,2
121,2,2,1,2,2,2,1,2,1,1
122,1,1,1,1,1,1,1,1,1,1
123,2,2,2,2,2,2,1,2,2,1
124,2,3,3,1,1,3,2,3,1,1
125,2,2,2,2,2,2,2,2,2,2
126,1,2,2,2,2,1,2,1,2,2
127,1,4,2,4,1,3,4,4,1,4
128,2,4,4,2,4,4,3,4,2,3
129,1,1,1,1,1,1,1,1,1,1
130,2,2,1,2,2,2,2,2,2,2
131,4,3,4,4,4,4,3,2,3,4
132,5,3,3,5,4,3,4,3,5,5
133,2,2,3,2,1,3,3,2,1,1
134,1,1,1,1,1,1,1,1,1,1
135,1,3,3,2,2,3,3,2,1,2
136,4,3,3,3,4,3,4,2,3,3
137,5,5,4,5,4,3,2,2,5,5
138,2,3,3,3,3,3,2,2,3,3
139,1,1,1,1,1,1,1,1,1,1
