Iteration,0,1,2,3,4,5,6,7,8,9
1,2,1,2,4,4,1,2,2,2,2
2,1,1,1,2,1,1,1,1,1,2
3,2,2,2,2,2,2,2,2,4,2
4,4,2,4,4,4,4,7,4,5,8
5,1,1,1,1,1,1,1,1,1,1
6,1,3,2,2,2,2,2,4,1,2
7,2,2,2,2,4,3,1,1,3,2
8,1,1,2,1,2,1,3,1,1,5
9,1,1,1,1,1,1,1,1,1,1
10,2,2,2,2,2,3,3,2,2,3
11,1,2,3,3,3,1,3,3,2,3
12,2,1,2,3,1,1,2,2,1,2
13,1,1,2,2,1,2,1,2,1,1
14,1,2,4,3,1,2,3,1,1,3
15,1,1,1,1,1,1,1,1,2,1
16,2,1,2,1,1,1,1,1,1,1
17,3,4,5,3,3,3,5,3,2,3
18,3,3,5,2,3,1,2,3,4,3
19,7,6,6,6,5,2,6,2,4,4
20,2,2,2,4,2,2,2,2,2,4
21,1,1,1,2,1,1,1,1,1,1
22,5,2,2,1,1,2,2,1,3,3
23,2,3,2,3,3,4,4,4,3,4
24,1,1,1,1,1,1,1,1,1,2
25,1,1,1,1,3,1,2,1,1,1
26,1,1,3,3,1,1,1,1,1,1
27,6,2,2,7,4,3,7,4,7,5
28,1,2,2,1,1,5,3,2,2,3
29,1,1,3,1,1,5,1,1,1,1
30,1,4,3,1,1,1,3,1,4,2
31,2,2,1,1,1,2,1,2,2,2
32,5,7,9,9,10,3,3,6,5,5
33,2,2,2,3,3,2,3,2,3,2
34,3,3,3,4,4,2,5,5,4,2
35,4,8,3,4,5,4,3,3,4,3
36,2,1,2,1,1,1,3,3,3,3
37,1,1,1,1,1,1,1,2,1,1
38,2,3,3,3,2,3,2,4,4,4
39,1,1,1,1,2,1,1,1,1,1
40,5,3,2,1,2,1,2,2,2,2
41,4,1,4,5,3,3,1,4,2,2
42,1,1,1,1,1,1,1,1,1,1
43,2,1,1,2,2,1,3,2,4,3
44,4,3,5,6,5,5,4,4,4,4
45,1,3,3,2,1,1,4,1,4,1
46,2,4,5,6,6,4,2,4,3,4
47,3,4,3,3,3,2,3,3,3,2
48,3,4,5,4,2,7,6,7,4,4
49,3,6,4,7,5,4,4,6,4,3
50,2,2,1,1,2,1,3,3,3,2
51,1,1,3,1,1,1,1,1,2,2
52,5,5,5,1,4,6,4,4,5,6
