Iteration,0,1,2,3,4,5,6
499,2,2,2,3,3,3,2
500,1,1,1,1,1,1,1
501,1,2,3,2,2,2,3
502,3,4,3,4,4,4,4
503,2,2,2,2,2,2,2
504,2,2,2,2,2,2,2
505,1,2,2,2,2,1,1
506,1,1,1,1,1,1,1
507,2,2,2,2,2,2,2
508,1,1,1,1,1,1,1
509,2,2,2,2,2,2,2
510,3,4,4,4,4,3,3
511,3,3,3,2,3,2,2
512,1,1,1,1,1,1,1
513,2,2,2,2,2,2,2
514,2,2,2,2,2,2,2
515,2,2,2,2,2,2,2
516,1,1,1,1,1,1,1
517,1,1,1,1,1,1,1
518,2,2,2,2,2,2,2
519,2,2,2,2,2,2,2
520,2,2,2,2,2,2,2
521,2,2,2,2,2,2,1
522,2,2,2,2,2,2,2
523,1,1,1,1,1,1,1
524,3,2,3,2,3,2,3
525,2,2,2,2,2,2,2
526,2,2,2,2,2,2,2
527,2,2,2,2,2,2,2
528,1,1,1,1,1,1,1
529,1,1,1,1,1,1,1
530,1,2,2,2,2,2,1
531,2,3,3,2,2,3,3
532,2,3,2,3,2,3,3
533,2,2,2,2,2,2,2
534,1,1,1,1,1,1,1
535,2,2,2,2,2,2,2
536,2,2,2,2,2,2,2
537,1,1,1,1,1,1,1
538,2,3,2,2,3,3,3
539,2,2,2,1,2,1,1
540,1,1,1,1,1,1,1
541,3,3,2,3,3,2,3
542,2,2,2,2,2,2,2
543,2,2,2,2,2,2,2
544,4,3,3,4,3,4,4
545,2,2,2,2,2,2,2
546,1,1,1,1,1,1,1
547,1,2,2,2,1,1,2
548,2,2,2,2,2,2,2
549,2,2,1,2,2,2,1
550,1,1,1,1,1,1,1
551,3,3,3,3,3,4,4
552,3,3,3,2,3,3,3
553,2,1,1,2,1,2,1
554,1,1,1,1,1,1,1
555,3,3,3,3,3,3,2
556,1,1,1,1,1,1,1
557,3,3,4,3,3,3,4
558,3,3,1,3,2,3,3
559,1,1,1,1,1,1,1
560,2,2,2,2,2,2,2
561,1,1,1,1,1,1,1
562,2,2,1,2,2,1,1
563,1,2,2,1,2,1,1
564,3,3,2,2,2,3,2
565,1,1,2,1,2,2,2
566,1,1,1,1,1,1,1
567,1,1,1,1,1,1,1
568,2,2,2,2,2,2,2
569,2,2,2,2,1,2,2
570,2,2,2,2,2,2,2
571,2,2,2,2,2,2,2
572,2,3,3,2,3,3,2
573,3,2,2,2,2,2,2
574,2,2,2,2,2,2,2
575,2,1,2,2,1,1,2
576,2,2,2,2,2,2,2
577,3,3,3,3,3,3,3
578,1,1,1,1,1,1,1
579,1,1,1,1,1,1,1
580,2,2,2,2,2,2,2
581,3,3,3,3,3,3,3
582,2,1,2,2,2,2,2
583,3,3,3,3,3,3,3
584,1,2,1,2,2,1,1
585,1,1,1,1,1,1,1
586,1,1,1,1,1,1,1
587,2,1,2,2,2,2,2
588,2,2,2,2,2,2,2
589,2,1,2,1,2,2,2
590,3,3,2,3,3,2,3
591,3,4,4,3,4,4,4
592,2,2,2,1,2,1,2
593,3,2,2,3,3,3,3
594,2,2,2,2,2,2,2
595,3,3,3,3,3,3,3
596,1,2,2,2,2,2,2
597,1,1,1,1,1,1,1
598,1,1,1,1,1,1,1
599,3,3,3,3,3,3,3
600,2,2,2,2,2,2,2
601,1,1,1,1,1,1,1
602,1,1,1,1,1,1,1
603,1,1,1,1,1,1,1
604,1,1,1,1,1,1,1
605,3,3,3,3,3,3,3
606,3,3,2,1,3,3,3
607,2,2,2,2,2,2,2
608,1,1,1,1,1,1,1
609,1,1,1,1,1,1,1
610,3,2,2,3,3,2,3
611,3,3,3,3,2,2,3
612,2,2,2,2,2,2,2
613,1,1,1,1,1,1,1
614,3,3,3,3,3,3,3
615,2,2,2,2,2,2,2
616,1,1,1,1,1,1,1
617,1,1,1,1,1,1,1
618,1,1,1,1,1,1,1
619,1,1,1,1,1,1,1
620,4,3,4,4,3,3,4
621,2,2,2,2,2,2,2
622,2,2,2,2,2,2,2
623,2,2,2,2,2,2,2
624,2,2,2,2,2,2,2
625,3,3,3,3,2,3,3
626,3,3,3,3,3,2,3
627,3,2,3,2,2,3,3
628,2,2,2,2,2,2,2
629,2,2,2,2,2,2,2
630,2,2,2,2,2,2,2
631,1,1,1,1,1,1,1
632,2,2,2,2,2,2,2
633,1,2,2,2,2,2,2
634,4,3,4,4,4,4,4
635,1,1,1,1,1,1,1
636,1,1,1,1,1,1,1
637,1,1,1,1,1,1,1
638,2,2,2,2,2,2,2
639,1,1,1,1,1,1,1
640,2,2,2,2,2,2,2
641,2,1,2,2,2,2,2
642,1,1,1,1,1,1,1
643,3,4,3,3,4,4,3
644,2,1,1,1,2,2,2
645,1,1,1,1,1,1,1
646,1,1,1,1,1,1,1
647,1,1,1,1,1,1,1
648,3,3,3,3,2,3,3
649,2,2,1,2,1,2,2
650,2,2,2,2,2,2,2
651,2,1,1,2,2,2,1
652,3,2,2,2,2,2,2
653,4,3,4,4,4,3,3
654,1,1,1,1,1,1,1
655,2,2,2,2,2,2,2
656,2,2,2,2,2,2,2
657,2,2,3,3,4,4,4
658,3,3,3,2,2,3,3
659,3,3,2,3,3,2,3
660,3,2,3,3,3,2,2
661,2,2,4,3,4,4,3
662,2,3,2,2,2,2,2
663,1,1,1,1,1,1,1
664,2,2,2,2,2,2,2
665,2,2,2,2,2,2,2
666,2,2,3,3,3,3,2
667,1,1,1,1,1,1,1
668,3,3,3,3,3,4,3
669,2,2,2,2,2,2,2
670,2,2,3,3,2,3,2
671,2,2,2,2,1,1,2
672,2,2,2,2,2,2,2
673,1,1,1,1,1,1,1
674,3,2,3,3,2,3,2
675,2,2,2,2,1,2,1
676,1,1,1,1,1,1,1
677,4,2,4,4,2,4,2
678,2,2,2,2,2,2,2
679,2,2,2,2,2,2,2
680,3,3,2,3,3,3,3
681,2,2,2,2,2,2,2
682,1,1,1,1,1,1,1
683,1,1,1,1,1,1,1
684,1,1,1,1,1,1,1
685,3,4,3,4,2,3,3
686,3,2,3,3,2,3,3
687,2,2,2,2,2,2,2
688,1,1,1,1,1,1,1
689,3,3,3,2,2,3,3
690,2,3,3,2,2,2,2
691,4,4,4,3,3,2,2
692,2,2,2,2,2,2,2
693,2,2,2,2,1,2,1
694,2,2,2,2,2,2,2
695,2,2,2,2,2,2,2
696,1,1,1,1,1,1,1
697,3,3,2,2,3,3,3
698,1,1,1,1,1,1,1
699,3,3,2,2,3,3,3
700,2,2,1,1,2,2,2
701,3,3,3,2,2,2,2
702,2,2,2,2,2,2,2
703,1,1,1,1,1,1,1
704,2,2,2,2,2,2,2
705,1,1,1,1,1,1,1
706,2,2,2,2,2,2,2
707,2,2,2,2,2,2,2
708,3,3,3,3,3,3,3
709,3,3,3,4,3,4,4
710,2,3,3,2,2,2,2
711,1,2,2,2,2,2,1
712,1,1,1,1,1,1,1
713,2,2,2,2,2,2,2
714,2,2,2,2,2,2,2
715,1,1,1,1,1,1,1
716,1,1,1,1,1,1,1
717,1,1,1,1,1,1,1
718,1,1,1,1,1,1,1
719,2,2,2,2,2,2,2
720,3,3,3,3,3,3,3
721,3,3,2,3,3,3,2
722,2,2,1,1,2,1,1
723,3,3,3,3,3,3,3
724,2,2,2,2,2,2,2
725,1,1,1,1,1,1,1
726,1,1,1,1,1,1,1
727,3,3,3,3,2,3,2
728,3,3,3,3,3,3,3
729,3,2,3,3,3,3,3
730,1,1,1,1,1,1,1
731,1,1,2,2,1,1,2
732,1,1,1,1,1,1,1
733,2,2,2,2,2,2,2
734,2,2,2,2,2,2,2
735,1,1,1,1,1,1,1
736,1,1,1,1,1,1,1
737,1,1,1,1,1,1,1
738,2,2,2,2,2,2,2
739,4,4,4,4,3,4,4
740,1,1,1,1,1,1,1
741,2,1,2,2,1,1,2
742,1,1,1,1,1,1,1
743,2,2,2,2,2,2,2
744,1,1,1,1,1,1,1
745,1,1,1,1,1,1,1
746,1,1,1,1,1,1,1
747,1,1,1,1,1,1,1
748,3,3,4,3,3,3,4
749,2,2,2,2,2,2,2
750,3,3,3,2,3,3,3
751,2,2,2,2,1,2,1
752,1,1,1,1,1,1,1
753,2,2,3,2,3,3,2
754,2,2,2,2,2,2,2
755,1,1,1,1,1,1,1
756,1,2,1,1,2,1,2
757,1,1,1,1,1,1,1
758,1,1,1,1,1,1,1
759,1,2,2,2,1,2,2
760,1,1,1,1,1,1,1
761,2,2,2,2,2,2,2
762,1,1,1,1,1,1,1
763,1,1,1,1,1,1,1
764,1,2,2,2,1,1,1
765,2,1,2,2,1,1,1
766,1,1,1,1,1,1,1
767,2,2,1,2,2,2,2
768,3,3,3,3,3,3,3
769,2,2,2,2,2,2,2
770,2,2,2,2,2,2,2
771,2,2,1,1,2,2,1
772,4,4,3,3,4,3,3
773,3,3,3,3,3,2,3
774,2,2,2,2,2,2,2
775,1,1,1,1,1,1,1
776,3,2,2,2,3,2,2
777,2,2,2,1,2,1,2
778,1,1,1,1,1,1,1
779,1,1,1,1,1,1,1
780,2,3,3,2,3,3,3
781,2,2,1,1,2,2,1
782,3,3,3,2,3,3,3
783,1,1,1,1,1,1,1
784,1,1,1,1,1,1,1
785,3,3,3,3,3,3,3
786,2,2,2,2,2,1,1
787,4,4,4,4,4,6,4
788,1,1,1,1,1,1,1
789,2,2,2,2,2,2,2
790,1,1,1,1,1,1,1
791,2,2,2,2,2,2,2
792,2,3,2,2,3,2,2
793,4,4,4,4,4,4,4
794,1,1,1,1,1,1,1
795,1,1,1,1,1,1,1
796,2,2,2,2,2,2,2
797,2,2,1,2,1,1,2
798,1,1,1,1,1,1,1
799,1,1,1,1,1,1,1
800,1,1,1,1,1,1,1
801,4,3,4,4,4,3,4
802,2,2,2,2,2,2,2
803,2,2,2,2,2,2,2
804,1,1,2,2,2,2,2
805,2,2,2,2,2,2,2
806,1,1,1,1,1,1,1
807,2,2,2,2,2,2,2
808,4,4,4,4,4,3,4
809,3,3,3,3,4,3,4
810,2,2,2,2,2,1,2
811,2,2,2,2,2,2,2
812,2,2,2,2,2,2,2
813,1,1,1,1,1,1,1
814,3,3,3,3,3,2,2
815,1,1,1,1,1,1,1
816,2,3,4,2,3,4,4
817,1,1,1,1,1,1,1
818,2,2,2,3,2,2,2
819,2,2,2,3,2,2,3
820,2,3,3,3,3,3,2
821,2,2,2,2,2,2,2
822,2,1,2,2,2,2,1
823,4,4,3,4,3,3,3
824,3,4,3,3,4,3,3
825,3,3,2,3,3,3,3
826,1,1,1,1,1,1,1
827,2,2,3,2,2,3,3
828,2,2,2,1,2,2,2
829,3,3,3,3,3,3,3
830,3,3,4,4,3,4,4
831,1,1,1,1,1,1,1
832,3,3,3,3,3,3,3
833,2,2,2,2,1,1,2
834,1,2,2,2,1,2,2
835,1,1,1,1,1,1,1
836,1,1,1,1,1,1,1
837,4,4,3,3,3,4,3
838,2,3,3,3,3,2,2
839,4,3,4,4,4,4,4
840,3,2,2,3,3,3,3
841,1,1,1,1,1,1,1
842,1,2,1,2,1,2,2
843,3,4,4,3,3,3,4
844,2,2,2,2,2,2,2
845,2,2,2,2,2,2,2
846,1,2,2,2,2,2,1
847,1,1,1,1,1,1,1
848,2,1,2,1,2,2,2
849,1,1,1,1,1,1,1
850,2,2,2,2,2,2,2
851,1,2,2,1,1,2,2
852,1,1,1,1,1,1,1
853,1,1,1,1,1,1,1
854,2,2,2,2,2,2,2
855,2,2,2,2,2,2,2
856,3,3,4,3,3,3,3
857,2,2,2,2,2,2,2
858,2,2,2,2,2,2,2
859,1,1,1,1,1,1,1
860,3,3,2,3,3,2,3
861,1,1,1,1,1,1,1
862,2,2,2,2,2,2,2
863,2,2,2,2,1,2,2
864,1,1,1,1,1,1,1
865,2,2,1,1,2,1,2
866,4,4,3,3,3,4,3
867,1,1,1,1,2,2,1
868,2,2,2,2,2,2,2
869,2,2,2,2,2,2,2
870,2,2,2,2,2,2,2
871,2,2,2,2,2,2,2
872,2,2,2,2,2,2,2
