node,-2,-1,0,1,2
0,1440,17060,25500,17060,1440
1,1440,17060,25500,17060,1440
2,1440,17060,25500,17060,1440
3,1440,17060,25500,17060,1440
4,1440,17060,25500,17060,1440
5,1440,17060,25500,17060,1440
