,rank,count
0,0,141
1,1,6
2,2,6
3,3,21
4,4,30
5,5,33
6,6,30
7,7,54
8,8,51
9,9,33
10,10,45
11,11,93
12,12,78
13,13,63
14,14,81
15,15,105
16,16,99
17,17,126
18,18,153
19,19,162
20,20,177
21,21,174
22,22,192
23,23,243
24,24,264
25,25,276
26,26,327
27,27,339
28,28,360
29,29,399
30,30,471
31,31,507
32,32,546
33,33,609
34,34,684
35,35,657
36,36,720
37,37,795
38,38,756
39,39,762
40,40,843
41,41,903
42,42,933
43,43,1035
44,44,1053
45,45,1194
46,46,1275
47,47,1281
48,48,1476
49,49,1623
50,50,1722
51,51,1740
52,52,1926
53,53,1890
54,54,1878
55,55,2124
56,56,2169
57,57,2226
58,58,2289
59,59,2391
60,60,2373
61,61,2460
62,62,2640
63,63,2742
64,64,2808
65,65,2919
66,66,2883
67,67,2997
68,68,3168
69,69,3237
70,70,3576
71,71,3642
72,72,3642
73,73,3903
74,74,4086
75,75,4371
76,76,4587
77,77,4932
78,78,5409
79,79,5556
80,80,5970
81,81,6357
82,82,6687
83,83,7203
84,84,7755
85,85,8514
86,86,9063
87,87,9921
88,88,10509
89,89,11154
90,90,11787
91,91,12906
92,92,13503
93,93,14184
94,94,14088
95,95,14313
96,96,14286
97,97,14514
98,98,13995
99,99,14112
100,100,13911
101,101,13722
102,102,13614
103,103,13599
104,104,13257
105,105,13212
106,106,13374
107,107,13368
108,108,12882
109,109,12552
110,110,12972
111,111,13797
112,112,14307
113,113,13956
114,114,14025
115,115,13989
116,116,13956
117,117,14460
118,118,15021
119,119,15549
120,120,16074
121,121,16554
122,122,18183
123,123,19086
124,124,20160
125,125,21069
126,126,22203
127,127,22644
128,128,24039
129,129,24663
130,130,25485
131,131,26166
132,132,26361
133,133,27450
134,134,26508
135,135,25503
136,136,26034
137,137,25653
138,138,25014
139,139,23601
140,140,22803
141,141,21105
142,142,20619
143,143,19458
144,144,18867
145,145,18816
146,146,18030
147,147,17730
148,148,17487
149,149,16965
150,150,16260
151,151,16212
152,152,15576
153,153,14763
154,154,14829
155,155,14562
156,156,14511
157,157,14091
158,158,13764
159,159,13464
160,160,13500
161,161,13671
162,162,13404
163,163,13209
164,164,12126
165,165,11220
166,166,10548
167,167,9762
168,168,9078
169,169,8190
170,170,7530
171,171,6777
172,172,5859
173,173,5496
174,174,4845
175,175,4089
176,176,3987
177,177,3078
178,178,2850
179,179,2595
180,180,2598
181,181,2112
182,182,1983
183,183,1992
184,184,2088
185,185,2259
186,186,1296
187,187,987
188,188,768
189,189,705
190,190,558
191,191,489
192,192,459
193,193,324
194,194,228
195,195,117
196,196,87
197,197,105
198,198,57
199,199,18
200,200,3
