,rank,count
0,0,153
1,1,6
2,2,6
3,3,21
4,4,30
5,5,33
6,6,30
7,7,57
8,8,51
9,9,33
10,10,48
11,11,96
12,12,78
13,13,66
14,14,84
15,15,108
16,16,102
17,17,129
18,18,156
19,19,165
20,20,180
21,21,180
22,22,195
23,23,252
24,24,273
25,25,288
26,26,342
27,27,354
28,28,375
29,29,417
30,30,480
31,31,504
32,32,540
33,33,618
34,34,708
35,35,723
36,36,801
37,37,918
38,38,903
39,39,996
40,40,1023
41,41,1077
42,42,1107
43,43,1245
44,44,1221
45,45,1320
46,46,1377
47,47,1443
48,48,1578
49,49,1803
50,50,1824
51,51,2034
52,52,2127
53,53,2223
54,54,2379
55,55,2592
56,56,2802
57,57,2919
58,58,3126
59,59,3165
60,60,3234
61,61,3327
62,62,3573
63,63,3651
64,64,3798
65,65,3969
66,66,4200
67,67,4302
68,68,4407
69,69,4536
70,70,4509
71,71,4893
72,72,4941
73,73,5376
74,74,5442
75,75,5634
76,76,5628
77,77,5925
78,78,6171
79,79,6621
80,80,6852
81,81,7335
82,82,7293
83,83,7677
84,84,8184
85,85,8601
86,86,9123
87,87,9513
88,88,10491
89,89,11232
90,90,11712
91,91,12315
92,92,13035
93,93,14016
94,94,15006
95,95,16185
96,96,17661
97,97,18393
98,98,19623
99,99,21264
100,100,22656
101,101,23778
102,102,25716
103,103,26913
104,104,28584
105,105,28935
106,106,29496
107,107,29661
108,108,29931
109,109,29745
110,110,30282
111,111,29778
112,112,29616
113,113,29727
114,114,30426
115,115,30498
116,116,30615
117,117,30633
118,118,30621
119,119,30207
120,120,31017
121,121,31221
122,122,31011
123,123,31119
124,124,31773
125,125,32205
126,126,32763
127,127,33075
128,128,33612
129,129,33753
130,130,34017
131,131,35148
132,132,35769
133,133,37872
134,134,38931
135,135,40272
136,136,41394
137,137,42927
138,138,45237
139,139,47430
140,140,49119
141,141,52314
142,142,55161
143,143,58431
144,144,58839
145,145,60969
146,146,61947
147,147,64161
148,148,65127
149,149,66807
150,150,67725
151,151,67533
152,152,66339
153,153,65637
154,154,64620
155,155,65379
156,156,64788
157,157,63951
158,158,62016
159,159,61221
160,160,59331
161,161,58197
162,162,56454
163,163,54861
164,164,53415
165,165,52746
166,166,51825
167,167,50667
168,168,50607
169,169,50688
170,170,50307
171,171,50037
172,172,50211
173,173,48603
174,174,47235
175,175,46788
176,176,46215
177,177,45279
178,178,44661
179,179,45198
180,180,45354
181,181,45171
182,182,44907
183,183,44649
184,184,43941
185,185,43077
186,186,41316
187,187,39708
188,188,37542
189,189,34458
190,190,32391
191,191,30063
192,192,29058
193,193,26292
194,194,24183
195,195,22314
196,196,20004
197,197,18897
198,198,17985
199,199,16719
200,200,15189
201,201,14046
202,202,12897
203,203,12534
204,204,11871
205,205,11040
206,206,10713
207,207,11229
208,208,9054
209,209,8625
210,210,8100
211,211,8343
212,212,7671
213,213,6060
214,214,4809
215,215,4170
216,216,3672
217,217,3348
218,218,3159
219,219,2958
220,220,2781
221,221,2466
222,222,1932
223,223,1434
224,224,1014
225,225,681
226,226,504
227,227,429
228,228,288
229,229,195
230,230,126
231,231,84
232,232,69
233,233,36
234,234,54
235,235,33
236,236,15
237,237,6
