Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-60,0,0,0,0,2,0
-59,0,0,0,0,3,0
-58,1,0,0,0,10,0
-57,2,0,0,0,17,0
-56,2,0,0,0,26,0
-55,8,0,0,0,24,0
-54,5,0,0,0,36,0
-53,12,0,0,0,55,0
-52,20,0,0,0,110,0
-51,27,0,0,0,160,0
-50,41,0,0,0,179,0
-49,30,0,0,0,253,0
-48,66,0,0,0,359,0
-47,85,0,0,0,321,0
-46,82,0,0,0,426,0
-45,115,0,0,0,627,2
-44,169,0,0,0,560,7
-43,140,5,0,0,626,15
-42,200,2,0,0,824,25
-41,323,6,0,0,948,39
-40,158,9,0,0,892,51
-39,320,15,0,0,1193,124
-38,352,35,0,0,1074,183
-37,308,49,0,0,1317,288
-36,347,50,0,0,1336,390
-35,411,115,0,0,1380,510
-34,514,160,0,0,1450,627
-33,452,184,0,0,1677,745
-32,529,279,0,0,1798,989
-31,652,438,0,0,1968,1246
-30,467,445,0,0,1979,1376
-29,570,485,0,0,2162,1643
-28,788,503,0,0,2260,1769
-27,496,528,0,0,1955,1821
-26,591,584,0,0,2488,2081
-25,734,600,0,0,2287,2035
-24,443,600,0,0,1972,2137
-23,621,593,0,0,2495,2218
-22,708,592,0,0,2261,2262
-21,462,554,0,0,2073,2251
-20,674,605,0,0,2630,2281
-19,878,539,0,0,2539,2201
-18,516,503,0,0,2264,2261
-17,824,543,0,0,3317,2550
-16,1211,630,0,0,3148,2502
-15,686,581,0,0,2620,2564
-14,924,635,0,0,3829,2737
-13,1658,728,0,0,4072,2897
-12,783,770,0,0,3252,3135
-11,1085,810,0,0,4676,3352
-10,2117,953,0,0,5065,3800
-9,1173,1050,0,0,3961,4210
-8,1031,1212,0,0,5411,4725
-7,3208,1442,0,0,7078,5668
-6,1399,1785,0,0,4641,6754
-5,1204,2022,0,0,7672,7940
-4,6066,2648,0,0,11022,10053
-3,1336,3892,0,0,5096,13023
-2,987,6548,0,0,12401,19473
-1,28604,20547,0,0,38218,36552
0,0,7030,312,312,4992,26958
1,0,2238,227,227,37991,36325
2,0,1159,124,174,12277,19299
3,0,701,112,129,4984,12894
4,0,460,74,91,10948,9962
5,0,270,81,85,7591,7855
6,0,176,73,69,4568,6685
7,0,110,63,76,7015,5592
8,0,78,45,68,5366,4657
9,0,43,51,61,3910,4149
10,0,33,43,62,5022,3738
11,0,23,39,36,4637,3316
12,0,9,45,28,3207,3107
13,0,2,46,27,4026,2870
14,0,5,33,24,3796,2713
15,0,2,25,17,2595,2547
16,0,2,15,10,3133,2492
17,0,0,20,8,3297,2542
18,0,0,18,14,2246,2247
19,0,0,13,17,2526,2184
20,0,0,9,22,2621,2259
21,0,0,13,17,2060,2234
22,0,0,9,20,2252,2242
23,0,0,8,10,2487,2208
24,0,0,7,11,1965,2126
25,0,0,16,12,2271,2023
26,0,0,13,7,2475,2074
27,0,0,21,5,1934,1816
28,0,0,18,9,2242,1760
29,0,0,17,5,2145,1638
30,0,0,15,1,1964,1375
31,0,0,14,0,1954,1246
32,0,0,10,0,1788,989
33,0,0,4,1,1673,744
34,0,0,3,4,1447,623
35,0,0,5,3,1375,507
36,0,0,7,2,1329,388
37,0,0,3,3,1314,285
38,0,0,1,3,1073,180
39,0,0,0,3,1193,121
40,0,0,1,1,891,50
41,0,0,2,0,946,39
42,0,0,1,0,823,25
43,0,0,1,0,625,15
44,0,0,5,0,555,7
45,0,0,4,0,623,2
46,0,0,5,0,421,0
47,0,0,3,0,318,0
48,0,0,0,0,359,0
49,0,0,0,0,253,0
50,0,0,0,0,179,0
51,0,0,0,0,160,0
52,0,0,0,0,110,0
53,0,0,0,0,55,0
54,0,0,0,0,36,0
55,0,0,0,0,24,0
56,0,0,0,0,26,0
57,0,0,0,0,17,0
58,0,0,0,0,10,0
59,0,0,0,0,3,0
60,0,0,0,0,2,0
