node,-149,-148,-147,-146,-145,-144,-143,-142,-141,-140,-139,-138,-137,-136,-135,-134,-133,-132,-131,-130,-129,-128,-127,-126,-125,-124,-123,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,3,3,3,12,6,3,3,12,18,15,9,21,21,18,39,39,36,48,48,78,60,96,105,126,114,168,162,222,261,321,309,336,495,573,729,867,993,1197,1374,1893,2772,3351,3708,4290,5085,5976,6966,8118,8700,9054,9231,9543,9966,10377,11643,12477,15381,17352,20331,24135,28635,31293,32532,38334,41487,44958,51498,54603,51327,52848,55086,58266,62376,66279,63558,62820,64236,68397,70287,66396,64368,59466,53724,50202,48747,46176,43296,39735,37905,37983,38508,39429,41559,44511,46158,50679,53211,58635,62172,65799,70155,71970,73455,76788,80289,85644,86685,89211,95307,99174,100224,107496,111411,113328,127206,155346,321030,552894,217146,552894,321030,155346,127206,113328,111411,107496,100224,99174,95307,89211,86685,85644,80289,76788,73455,71970,70155,65799,62172,58635,53211,50679,46158,44511,41559,39429,38508,37983,37905,39735,43296,46176,48747,50202,53724,59466,64368,66396,70287,68397,64236,62820,63558,66279,62376,58266,55086,52848,51327,54603,51498,44958,41487,38334,32532,31293,28635,24135,20331,17352,15381,12477,11643,10377,9966,9543,9231,9054,8700,8118,6966,5976,5085,4290,3708,3351,2772,1893,1374,1197,993,867,729,573,495,336,309,321,261,222,162,168,114,126,105,96,60,78,48,48,36,39,39,18,21,21,9,15,18,12,3,3,6,12,3,3,3,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,9,0,3,0,3,15,6,3,9,12,15,24,15,21,15,33,39,54,30,42,90,72,60,75,99,117,138,126,123,186,156,237,246,201,351,453,270,384,726,585,441,411,492,465,597,480,567,702,651,693,789,1041,924,1119,1122,1503,1710,1965,2559,2688,2940,3129,3300,4023,4818,4707,5007,5316,5970,6507,7515,8961,10515,10728,9942,10917,11028,11871,12474,13116,14343,14541,15276,16977,17772,18075,21399,23481,23373,23880,25422,25893,27372,29844,31812,29865,28251,28953,26988,25185,24618,23544,21762,21246,19647,17586,16464,14661,14703,14682,14448,15375,16104,20397,20184,15669,16788,17355,16632,20376,21681,21672,25068,24657,24711,27132,31044,33153,37302,41736,44766,47706,55110,60867,65121,77874,83541,98346,109083,127383,149727,182934,282393,339687,478839,945354,672780,945354,478839,339687,282393,182934,149727,127383,109083,98346,83541,77874,65121,60867,55110,47706,44766,41736,37302,33153,31044,27132,24711,24657,25068,21672,21681,20376,16632,17355,16788,15669,20184,20397,16104,15375,14448,14682,14703,14661,16464,17586,19647,21246,21762,23544,24618,25185,26988,28953,28251,29865,31812,29844,27372,25893,25422,23880,23373,23481,21399,18075,17772,16977,15276,14541,14343,13116,12474,11871,11028,10917,9942,10728,10515,8961,7515,6507,5970,5316,5007,4707,4818,4023,3300,3129,2940,2688,2559,1965,1710,1503,1122,1119,924,1041,789,693,651,702,567,480,597,465,492,411,441,585,726,384,270,453,351,201,246,237,156,186,123,126,138,117,99,75,60,72,90,42,30,54,39,33,15,21,15,24,15,12,9,3,6,15,3,0,3,0,9,0,3,0
2,0,9,3,3,3,6,3,12,3,12,3,18,15,24,36,33,57,69,63,54,120,78,93,111,93,129,195,159,186,243,222,282,297,228,417,387,417,468,591,483,486,534,522,519,624,627,693,693,747,711,828,855,894,1080,1299,1227,1545,1839,1869,1899,2001,2751,2943,3498,4098,4782,5643,5745,5937,6531,6270,7149,7446,8556,8919,9828,9993,10074,10761,12042,13350,13998,14682,16596,17088,17964,18309,17607,18456,20598,22677,23994,21144,22881,25650,27111,27657,28389,28722,31143,28341,25506,23907,23490,22446,21693,20625,19092,17535,15429,15507,15918,15855,16053,15306,15300,15030,15432,16101,17076,19836,16764,17316,18678,22626,23991,23931,22893,24519,24291,22692,24621,26910,29940,34476,39144,45441,50034,56841,66024,77598,91638,110892,133296,173082,258339,325977,482289,1088958,932382,1088958,482289,325977,258339,173082,133296,110892,91638,77598,66024,56841,50034,45441,39144,34476,29940,26910,24621,22692,24291,24519,22893,23931,23991,22626,18678,17316,16764,19836,17076,16101,15432,15030,15300,15306,16053,15855,15918,15507,15429,17535,19092,20625,21693,22446,23490,23907,25506,28341,31143,28722,28389,27657,27111,25650,22881,21144,23994,22677,20598,18456,17607,18309,17964,17088,16596,14682,13998,13350,12042,10761,10074,9993,9828,8919,8556,7446,7149,6270,6531,5937,5745,5643,4782,4098,3498,2943,2751,2001,1899,1869,1839,1545,1227,1299,1080,894,855,828,711,747,693,693,627,624,519,522,534,486,483,591,468,417,387,417,228,297,282,222,243,186,159,195,129,93,111,93,78,120,54,63,69,57,33,36,24,15,18,3,12,3,12,3,6,3,3,3,9,0
3,3,6,6,0,9,6,9,0,15,3,18,18,18,21,39,60,39,90,75,81,120,93,102,159,108,183,183,180,249,234,252,363,342,336,468,438,402,411,438,567,498,603,543,663,555,624,807,867,1002,834,963,1011,1206,1353,1398,1626,1683,1719,1806,2082,2532,3210,3399,3687,3633,4359,4722,5520,6081,6588,6606,7173,8028,8679,9375,9909,10797,11106,12048,12615,13152,13989,15114,15681,16800,17043,17853,18210,17904,19332,20244,20571,19935,20832,22110,24258,24357,24438,23280,22926,22428,21828,23340,21249,21957,20718,21465,19356,18633,18900,18063,17694,17460,16866,16200,16653,17730,17592,17724,18705,20253,22155,25296,26967,23412,25152,27627,28920,27204,25974,23976,25650,28122,30918,34179,37848,43164,49518,58089,70134,80817,97035,127299,161901,190578,256392,330219,449592,999513,988842,999513,449592,330219,256392,190578,161901,127299,97035,80817,70134,58089,49518,43164,37848,34179,30918,28122,25650,23976,25974,27204,28920,27627,25152,23412,26967,25296,22155,20253,18705,17724,17592,17730,16653,16200,16866,17460,17694,18063,18900,18633,19356,21465,20718,21957,21249,23340,21828,22428,22926,23280,24438,24357,24258,22110,20832,19935,20571,20244,19332,17904,18210,17853,17043,16800,15681,15114,13989,13152,12615,12048,11106,10797,9909,9375,8679,8028,7173,6606,6588,6081,5520,4722,4359,3633,3687,3399,3210,2532,2082,1806,1719,1683,1626,1398,1353,1206,1011,963,834,1002,867,807,624,555,663,543,603,498,567,438,411,402,438,468,336,342,363,252,234,249,180,183,183,108,159,102,93,120,81,75,90,39,60,39,21,18,18,18,3,15,0,9,6,9,0,6,6,3
4,9,0,6,0,12,3,9,3,15,0,24,24,9,39,24,60,54,78,93,75,132,81,165,147,129,216,162,201,231,261,264,378,288,381,303,447,510,492,519,576,570,603,630,546,600,714,867,816,744,813,1047,987,1170,1311,1404,1716,1785,1827,2067,2115,2424,2646,2775,3384,4203,4674,5190,5478,6285,7086,7590,8286,8901,9000,9450,10149,10374,11343,12177,13500,14031,14214,14379,15693,15438,15900,15783,16101,16860,16236,16434,17427,18729,18417,17643,18174,19200,20511,23301,20727,21771,20712,19689,19473,19569,19608,19527,20868,20613,19890,19671,19590,19353,19197,20250,21033,21462,24606,24879,24876,27489,31638,32523,33204,34788,34263,34494,27222,25452,25023,26595,27453,29154,30504,33564,36327,44349,53940,59583,71403,90735,106590,122583,154296,191634,269682,351651,435630,915423,980550,915423,435630,351651,269682,191634,154296,122583,106590,90735,71403,59583,53940,44349,36327,33564,30504,29154,27453,26595,25023,25452,27222,34494,34263,34788,33204,32523,31638,27489,24876,24879,24606,21462,21033,20250,19197,19353,19590,19671,19890,20613,20868,19527,19608,19569,19473,19689,20712,21771,20727,23301,20511,19200,18174,17643,18417,18729,17427,16434,16236,16860,16101,15783,15900,15438,15693,14379,14214,14031,13500,12177,11343,10374,10149,9450,9000,8901,8286,7590,7086,6285,5478,5190,4674,4203,3384,2775,2646,2424,2115,2067,1827,1785,1716,1404,1311,1170,987,1047,813,744,816,867,714,600,546,630,603,570,576,519,492,510,447,303,381,288,378,264,261,231,201,162,216,129,147,165,81,132,75,93,78,54,60,24,39,9,24,24,0,15,3,9,3,12,0,6,0,9
5,9,0,6,0,15,0,9,12,6,0,21,18,6,30,30,66,66,63,138,93,123,75,150,156,159,156,174,231,246,276,237,333,375,327,321,483,450,447,483,486,528,579,675,600,585,705,729,777,804,921,963,1056,1086,1314,1167,1383,1545,1722,1893,2034,2436,2748,3138,3678,4491,4824,5448,5520,6180,6960,7506,7821,8982,9927,10713,11013,10995,11418,12084,12498,13095,12555,12621,12447,13566,12135,11622,11070,11118,11151,13161,14232,13719,13830,13581,13254,13746,14265,15210,16953,19311,17898,19662,24510,21825,21723,23457,23724,24033,23820,24738,27063,30237,31263,29688,28026,33276,35670,38265,40677,41328,44310,40818,39192,36243,31470,27465,24783,25749,29121,25209,25443,28266,33981,38871,43488,48729,61218,68778,78966,94878,111882,144186,176634,205701,259167,338358,399522,834096,894396,834096,399522,338358,259167,205701,176634,144186,111882,94878,78966,68778,61218,48729,43488,38871,33981,28266,25443,25209,29121,25749,24783,27465,31470,36243,39192,40818,44310,41328,40677,38265,35670,33276,28026,29688,31263,30237,27063,24738,23820,24033,23724,23457,21723,21825,24510,19662,17898,19311,16953,15210,14265,13746,13254,13581,13830,13719,14232,13161,11151,11118,11070,11622,12135,13566,12447,12621,12555,13095,12498,12084,11418,10995,11013,10713,9927,8982,7821,7506,6960,6180,5520,5448,4824,4491,3678,3138,2748,2436,2034,1893,1722,1545,1383,1167,1314,1086,1056,963,921,804,777,729,705,585,600,675,579,528,486,483,447,450,483,321,327,375,333,237,276,246,231,174,156,159,156,150,75,123,93,138,63,66,66,30,30,6,18,21,0,6,12,9,0,15,0,6,0,9
6,9,3,3,0,15,0,9,3,3,9,3,12,27,27,27,54,99,63,132,102,132,117,147,84,120,159,174,162,168,156,210,267,258,330,372,405,429,411,528,498,594,573,516,513,609,639,666,726,738,819,894,903,957,1149,1260,1293,1617,1824,1929,1926,2109,2349,3018,3201,4020,4389,4422,5457,6645,7455,8328,8676,7632,7425,8760,9423,9873,9786,9501,7884,7857,7617,8379,7611,7611,7989,7968,8460,8157,8175,8616,9225,8898,9411,9468,9894,10041,11070,12879,14661,15822,17481,18057,20712,24201,27000,31017,35484,35847,38919,39459,41340,43359,43578,45348,47250,55644,54018,50679,48681,44085,42090,35868,31869,29892,27621,25188,25359,27090,27666,31026,36771,41874,44037,47319,53094,59733,65760,78078,98091,114297,130770,145701,175116,200124,235116,301296,385221,768249,760920,768249,385221,301296,235116,200124,175116,145701,130770,114297,98091,78078,65760,59733,53094,47319,44037,41874,36771,31026,27666,27090,25359,25188,27621,29892,31869,35868,42090,44085,48681,50679,54018,55644,47250,45348,43578,43359,41340,39459,38919,35847,35484,31017,27000,24201,20712,18057,17481,15822,14661,12879,11070,10041,9894,9468,9411,8898,9225,8616,8175,8157,8460,7968,7989,7611,7611,8379,7617,7857,7884,9501,9786,9873,9423,8760,7425,7632,8676,8328,7455,6645,5457,4422,4389,4020,3201,3018,2349,2109,1926,1929,1824,1617,1293,1260,1149,957,903,894,819,738,726,666,639,609,513,516,573,594,498,528,411,429,405,372,330,258,267,210,156,168,162,174,159,120,84,147,117,132,102,132,63,99,54,27,27,27,12,3,9,3,3,9,0,15,0,3,3,9
7,9,3,3,0,0,0,21,3,0,0,27,18,15,42,24,45,69,57,72,75,60,69,54,45,81,84,111,180,189,147,207,282,306,444,390,330,369,468,429,342,396,366,438,360,342,438,504,561,474,726,762,810,663,876,846,1113,1197,1701,1863,1737,1878,2175,2643,2445,2649,3147,3576,3288,3051,3174,3300,3759,4044,4635,5097,5133,5289,5199,5325,5922,5532,4944,4794,4662,4434,4332,4380,4752,5166,6432,7320,7467,7413,7452,7986,9054,10194,12504,15474,18111,19242,25650,25980,26961,29769,32625,35037,37221,37503,43107,50316,57960,61965,65982,69378,64260,56946,52062,46914,44007,41079,37134,33921,34932,33657,34002,36906,39117,38550,39954,41406,42594,47010,51540,52188,60102,68499,83643,91251,101268,118095,130509,139149,157713,182748,221607,278103,383157,722106,617538,722106,383157,278103,221607,182748,157713,139149,130509,118095,101268,91251,83643,68499,60102,52188,51540,47010,42594,41406,39954,38550,39117,36906,34002,33657,34932,33921,37134,41079,44007,46914,52062,56946,64260,69378,65982,61965,57960,50316,43107,37503,37221,35037,32625,29769,26961,25980,25650,19242,18111,15474,12504,10194,9054,7986,7452,7413,7467,7320,6432,5166,4752,4380,4332,4434,4662,4794,4944,5532,5922,5325,5199,5289,5133,5097,4635,4044,3759,3300,3174,3051,3288,3576,3147,2649,2445,2643,2175,1878,1737,1863,1701,1197,1113,846,876,663,810,762,726,474,561,504,438,342,360,438,366,396,342,429,468,369,330,390,444,306,282,207,147,189,180,111,84,81,45,54,69,60,75,72,57,69,45,24,42,15,18,27,0,0,3,21,0,0,0,3,3,9
8,9,3,3,0,12,0,0,12,3,0,15,9,3,21,15,30,33,48,66,60,72,72,57,87,78,87,96,66,114,102,120,108,159,207,186,165,213,285,285,285,234,219,171,198,237,219,306,360,342,417,417,462,441,483,570,825,732,795,843,1026,1458,1743,1767,1695,1320,1293,1230,1242,1305,1260,1200,1368,1530,1869,1548,1818,1872,1677,1563,1731,2226,2325,2622,2436,2451,2379,2904,3174,4860,6498,6561,6411,7791,8892,13287,19197,22494,19371,16851,22332,23103,24657,27441,32385,38202,43662,48573,54000,58275,57417,58854,55413,53535,50862,48285,46515,43512,40872,41391,41691,41376,40539,45597,48234,47676,47577,48084,50214,53379,57594,52641,53271,56619,64665,75747,78897,86421,87366,89427,94092,104673,116691,127044,151605,182166,204168,256272,372240,689799,504432,689799,372240,256272,204168,182166,151605,127044,116691,104673,94092,89427,87366,86421,78897,75747,64665,56619,53271,52641,57594,53379,50214,48084,47577,47676,48234,45597,40539,41376,41691,41391,40872,43512,46515,48285,50862,53535,55413,58854,57417,58275,54000,48573,43662,38202,32385,27441,24657,23103,22332,16851,19371,22494,19197,13287,8892,7791,6411,6561,6498,4860,3174,2904,2379,2451,2436,2622,2325,2226,1731,1563,1677,1872,1818,1548,1869,1530,1368,1200,1260,1305,1242,1230,1293,1320,1695,1767,1743,1458,1026,843,795,732,825,570,483,441,462,417,417,342,360,306,219,237,198,171,219,234,285,285,285,213,165,186,207,159,108,120,102,114,66,96,87,78,87,57,72,72,60,66,48,33,30,15,21,3,9,15,0,3,12,0,0,12,0,3,3,9
