Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
0,-45,0,0,0,0
0,-44,0,0,0,0
0,-43,0,0,0,0
0,-42,0,0,0,0
0,-41,0,0,0,0
0,-40,0,0,0,0
0,-39,0,0,1,0
0,-38,0,0,2,0
0,-37,0,0,2,0
0,-36,0,0,4,0
0,-35,0,0,7,0
0,-34,0,0,1,0
0,-33,0,0,9,0
0,-32,0,0,9,2
0,-31,0,0,3,4
0,-30,0,0,12,5
0,-29,0,0,17,2
0,-28,0,0,18,6
0,-27,0,0,43,15
0,-26,0,0,29,16
0,-25,0,0,20,26
0,-24,0,0,16,26
0,-23,0,0,25,27
0,-22,0,0,19,24
0,-21,0,0,35,32
0,-20,0,0,69,31
0,-19,0,0,33,38
0,-18,0,0,48,39
0,-17,0,0,71,49
0,-16,0,0,43,39
0,-15,0,0,35,42
0,-14,0,0,49,30
0,-13,0,0,63,46
0,-12,0,0,60,57
0,-11,0,0,71,55
0,-10,0,0,60,72
0,-9,0,0,65,65
0,-8,0,0,79,89
0,-7,0,0,123,91
0,-6,0,0,86,111
0,-5,0,0,95,103
0,-4,0,0,160,125
0,-3,0,0,103,161
0,-2,0,0,73,240
0,-1,0,0,469,350
0,0,36,36,84,302
0,1,6,6,463,344
0,2,8,10,65,230
0,3,8,12,95,149
0,4,9,10,151,115
0,5,11,12,84,91
0,6,9,8,77,103
0,7,5,3,118,88
0,8,3,9,76,80
0,9,6,6,59,59
0,10,6,11,54,61
0,11,6,7,65,48
0,12,7,2,53,55
0,13,3,0,60,46
0,14,2,0,47,30
0,15,1,0,34,42
0,16,0,0,43,39
0,17,0,0,71,49
0,18,2,0,46,39
0,19,2,0,31,38
0,20,2,5,67,26
0,21,2,1,33,31
0,22,2,0,17,24
0,23,1,0,24,27
0,24,1,0,15,26
0,25,0,0,20,26
0,26,0,0,29,16
0,27,0,0,43,15
0,28,0,0,18,6
0,29,0,0,17,2
0,30,0,0,12,5
0,31,0,0,3,4
0,32,0,0,9,2
0,33,0,0,9,0
0,34,0,0,1,0
0,35,0,0,7,0
0,36,0,0,4,0
0,37,0,0,2,0
0,38,0,0,2,0
0,39,0,0,1,0
0,40,0,0,0,0
0,41,0,0,0,0
0,42,0,0,0,0
0,43,0,0,0,0
0,44,0,0,0,0
0,45,0,0,0,0
1,-45,0,0,1,0
1,-44,0,0,1,0
1,-43,0,0,0,0
1,-42,0,0,0,0
1,-41,0,0,0,0
1,-40,0,0,3,0
1,-39,0,0,1,0
1,-38,0,0,3,0
1,-37,0,0,3,0
1,-36,0,0,4,1
1,-35,0,0,1,1
1,-34,0,0,6,2
1,-33,0,0,21,1
1,-32,0,0,5,2
1,-31,0,0,6,5
1,-30,0,0,12,4
1,-29,0,0,7,10
1,-28,0,0,12,5
1,-27,0,0,10,17
1,-26,0,0,30,16
1,-25,0,0,54,22
1,-24,0,0,29,20
1,-23,0,0,32,37
1,-22,0,0,40,33
1,-21,0,0,14,33
1,-20,0,0,38,40
1,-19,0,0,65,39
1,-18,0,0,19,29
1,-17,0,0,20,18
1,-16,0,0,39,18
1,-15,0,0,24,19
1,-14,0,0,33,26
1,-13,0,0,31,26
1,-12,0,0,46,25
1,-11,0,0,37,33
1,-10,0,0,81,42
1,-9,0,0,31,44
1,-8,0,0,55,35
1,-7,0,0,118,41
1,-6,0,0,96,72
1,-5,0,0,88,92
1,-4,0,0,137,120
