node,-4,-3,-2,-1,0,1,2,3,4
0,1280,15360,74240,402260,576220,402260,74240,15360,1280
1,1280,15360,74240,402260,576220,402260,74240,15360,1280
2,1280,15360,74240,402260,576220,402260,74240,15360,1280
3,1280,15360,74240,402260,576220,402260,74240,15360,1280
4,1280,15360,74240,402260,576220,402260,74240,15360,1280
5,1280,15360,74240,402260,576220,402260,74240,15360,1280
6,1280,15360,74240,402260,576220,402260,74240,15360,1280
7,1280,15360,74240,402260,576220,402260,74240,15360,1280
