Node,4,288,573,858,1143,1428,1712,1997,2282,2567,2852
0,7345,1986,475,139,48,5,2,0,0,0
1,7169,2127,498,149,42,11,3,1,0,0
2,7136,2081,570,145,56,10,2,0,0,0
3,7096,2150,523,160,45,17,7,2,0,0
4,7159,2097,519,148,51,17,6,3,0,0
5,7228,2041,509,167,37,13,2,3,0,0
6,7274,1957,546,149,48,18,4,3,0,1
7,7325,1991,488,129,35,23,7,1,0,1
8,7300,1973,520,133,56,11,3,1,3,0
9,7348,1954,511,127,39,13,4,3,1,0
10,7315,1968,493,145,54,19,5,0,1,0
11,7308,1979,511,142,43,15,1,1,0,0
12,7318,2007,491,125,33,15,6,1,2,2
13,7418,1866,514,138,39,20,2,3,0,0
14,7357,1954,479,151,38,13,6,2,0,0
15,7407,1902,486,140,43,13,8,1,0,0
16,7463,1909,439,125,44,16,2,1,0,1
17,7721,1741,411,92,24,8,1,0,2,0
18,8132,1508,287,58,11,2,2,0,0,0
19,8504,1271,186,32,7,0,0,0,0,0
