Node,14,189,365,541,717,893,1069,1245,1421,1597,1773
0,60,20,13,6,1,0,0,0,0,0
1,55,25,8,9,2,0,0,0,0,1
2,47,34,8,5,6,0,0,0,0,0
3,51,28,12,3,1,2,1,1,0,1
4,52,25,12,6,3,2,0,0,0,0
5,50,28,11,7,3,1,0,0,0,0
6,47,36,13,1,1,2,0,0,0,0
7,47,26,17,5,3,1,1,0,0,0
8,57,26,5,6,1,4,1,0,0,0
9,66,21,5,2,4,0,0,2,0,0
10,43,30,15,5,5,2,0,0,0,0
11,67,25,2,2,2,0,0,1,0,1
12,58,19,19,2,1,1,0,0,0,0
13,61,24,10,3,0,1,1,0,0,0
14,61,22,6,3,2,2,2,1,1,0
15,64,20,9,4,2,1,0,0,0,0
16,62,23,9,4,1,1,0,0,0,0
17,65,22,6,2,4,0,0,0,0,1
18,67,22,6,2,3,0,0,0,0,0
19,76,17,6,1,0,0,0,0,0,0
