nodes,degree,degree_centr,page_rank_alpha0.85_centr,betweenness_centr,closeness_centr,eigenvector_centr,katz_alpha0.1_beta1.0_centr,harmonic_centr,subgraph_centr,communicability_betweenness_centr
0,3,0.3333333333333333,0.14225819905219886,0.2222222222222222,0.6,0.4211480510730461,0.34924761529201864,6.0,4.004919349549145,0.400389858274794
1,1,0.1111111111111111,0.0553063211780216,0.0,0.391304347826087,0.14641141992272944,0.2763129881315664,4.000000000000001,1.6744076249939779,0.02027922277137587
2,4,0.4444444444444444,0.1891974898644763,0.41666666666666663,0.6428571428571429,0.4671729591528255,0.374832140883913,6.5,4.840620131308279,0.5521286883364427
5,1,0.1111111111111111,0.055204202343688724,0.0,0.4090909090909091,0.16241225319377853,0.27887143745591175,4.166666666666667,1.7259499251312316,0.029999786783617963
3,1,0.1111111111111111,0.055204202343688724,0.0,0.4090909090909091,0.16241225319377853,0.27887143745591175,4.166666666666667,1.725949925131232,0.02999978678361795
4,6,0.6666666666666666,0.28265585376313834,0.7222222222222222,0.75,0.5978367471243811,0.427449367294685,7.5,6.861273033770436,0.8054963559229363
6,1,0.1111111111111111,0.055043432863696895,0.0,0.45,0.20783598415743382,0.2841331479715741,4.5,1.839033909935832,0.049768585137957795
7,1,0.1111111111111111,0.055043432863696895,0.0,0.45,0.20783598415743382,0.2841331479715741,4.5,1.8390339099358313,0.049768585137957816
8,1,0.1111111111111111,0.055043432863696895,0.0,0.45,0.20783598415743382,0.2841331479715741,4.5,1.8390339099358315,0.04976858513795783
9,1,0.1111111111111111,0.055043432863696895,0.0,0.45,0.20783598415743382,0.2841331479715741,4.5,1.8390339099358315,0.04976858513795784
