nodes,degree,degree_centr,page_rank_alpha0.85_centr,betweenness_centr,closeness_centr,eigenvector_centr,katz_alpha0.1_beta1.0_centr,harmonic_centr,subgraph_centr,communicability_betweenness_centr
0,5,0.5555555555555556,0.26190405470056577,0.7222222222222222,0.6923076923076923,0.5573453310775611,0.4054990617064673,7.0,4.990814910737037,0.751946072114658
1,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989616,0.04727734419354374
2,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989607,0.04727734419354371
3,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989616,0.04727734419354383
4,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.753437670098961,0.04727734419354373
5,5,0.5555555555555556,0.2619040547005657,0.7222222222222222,0.6923076923076923,0.5573453310775612,0.4054990617064673,7.0,4.990814910737031,0.7519460721146581
6,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989602,0.04727734419354378
7,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989602,0.04727734419354373
8,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989602,0.04727734419354369
9,1,0.1111111111111111,0.059523986324858585,0.0,0.42857142857142855,0.21758112390901685,0.28964224094353647,4.333333333333333,1.7534376700989602,0.04727734419354367
