nodes,degree,degree_centr,page_rank_alpha0.85_centr,betweenness_centr,closeness_centr,eigenvector_centr,katz_alpha0.1_beta1.0_centr,harmonic_centr,subgraph_centr,communicability_betweenness_centr
0,9,1.0,0.46756536799807696,1.0,1.0,0.7071074555358021,0.4989643754972648,9.0,10.067661995777764,1.0
1,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617776
2,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617776
3,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617775
4,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617785
5,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617779
6,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.0789997206861778
7,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617783
8,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617787
9,1,0.1111111111111111,0.05915940355576925,0.0,0.5294117647058824,0.2357020356122166,0.2888741656047615,5.0,2.0075179995308625,0.07899972068617789
