node,-11,-9,-7,-5,-4,-3,-2,-1,0,1,2,3,4,5,9,11
0,0,1,0,1,1,2,65,855,198,855,65,2,1,1,1,0
1,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
2,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
3,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
4,1,0,0,2,0,2,94,838,174,838,94,2,0,2,0,1
5,0,0,0,0,0,0,1,0,12,590,308,110,0,2,1,0
6,0,0,0,0,0,0,1,0,12,590,308,110,0,2,1,0
7,0,1,0,1,1,2,65,855,198,855,65,2,1,1,1,0
8,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
9,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
10,0,0,1,0,0,1,0,0,3,804,120,92,2,1,0,0
