,rank,count
0,0,8
1,1,9
2,2,25
3,3,51
4,4,63
5,5,57
6,6,58
7,7,65
8,8,53
9,9,31
10,10,20
11,11,20
12,12,17
13,13,16
14,14,8
15,15,3
16,16,4
17,17,3
18,18,1
