node,-5,-3,-1,1,3,5
0,0,105,407,407,105,0
1,5,83,424,424,83,5
2,8,101,403,403,101,8
3,8,101,403,403,101,8
4,6,85,421,421,85,6
5,6,85,421,421,85,6
6,5,83,424,424,83,5
7,6,85,421,421,85,6
8,6,85,421,421,85,6
9,0,105,407,407,105,0
