,rank effect,count
0,-11,1
1,-9,2
2,-7,6
3,-5,4
4,-4,2
5,-3,12
6,-2,226
7,-1,2548
8,0,612
9,1,8552
10,2,1560
11,3,778
12,4,14
13,5,14
14,9,4
15,11,1
