Node,1,374,747,1121,1494,1868,2241,2614,2988,3361,3735
0,39498,8300,1734,372,74,18,3,0,1,0
1,39792,8112,1657,362,54,20,2,1,0,0
2,39745,8147,1688,333,75,12,0,0,0,0
3,39940,8049,1638,311,53,8,1,0,0,0
4,39999,8011,1648,279,53,7,2,1,0,0
5,39816,8190,1624,302,50,13,5,0,0,0
6,39864,8117,1601,324,80,13,1,0,0,0
7,39819,8128,1664,313,63,11,2,0,0,0
8,39943,8058,1602,310,66,16,4,0,0,1
9,39834,8102,1670,317,64,11,1,1,0,0
10,39878,8068,1634,350,52,14,3,1,0,0
11,39790,8256,1585,286,61,17,4,0,1,0
12,40067,7828,1672,341,80,8,3,0,1,0
13,40037,7929,1641,308,71,11,2,1,0,0
14,39962,8077,1545,342,63,7,4,0,0,0
15,40060,7894,1616,332,85,10,1,2,0,0
16,39947,8103,1577,288,73,11,1,0,0,0
17,40045,8051,1548,275,60,15,4,1,0,1
18,40086,8052,1486,308,53,11,2,1,1,0
19,40020,8062,1536,311,56,11,2,2,0,0
